time	V(n002)
1.402399999999970e-004	-3.790119e-001
1.412399999999969e-004	-3.801846e-001
1.422399999999968e-004	-3.812358e-001
1.432399999999967e-004	-3.821781e-001
1.442399999999967e-004	-3.830228e-001
1.452399999999966e-004	-3.837800e-001
1.462399999999965e-004	-3.844588e-001
1.472399999999964e-004	-3.850672e-001
1.482399999999963e-004	-3.856126e-001
1.492399999999962e-004	-3.861015e-001
1.502399999999962e-004	-3.865397e-001
1.512399999999961e-004	-3.869326e-001
1.522399999999960e-004	-3.872847e-001
1.532399999999959e-004	-3.876004e-001
1.542399999999958e-004	-3.878834e-001
1.552399999999957e-004	-3.881370e-001
1.562399999999956e-004	-3.883644e-001
1.572399999999956e-004	-3.885682e-001
1.582399999999955e-004	-3.887509e-001
1.592399999999954e-004	-3.889147e-001
1.602399999999953e-004	-3.890615e-001
1.612399999999952e-004	-3.891931e-001
1.622399999999951e-004	-3.893111e-001
1.632399999999951e-004	-3.894168e-001
1.642399999999950e-004	-3.895116e-001
1.652399999999949e-004	-3.895966e-001
1.662399999999948e-004	-3.896728e-001
1.682399999999946e-004	-3.898022e-001
1.702399999999945e-004	-3.899063e-001
1.722399999999943e-004	-3.899899e-001
1.742399999999941e-004	-3.900571e-001
1.772399999999939e-004	-3.901339e-001
1.802399999999936e-004	-3.901893e-001
1.832399999999934e-004	-3.902292e-001
1.872399999999930e-004	-3.902655e-001
1.922399999999926e-004	-3.902934e-001
2.000000000000001e-004	-3.903154e-001
2.001000000000002e-004	-3.891937e-001
2.003000000000000e-004	-3.848840e-001
2.006000000000000e-004	-3.725385e-001
2.010000000000000e-004	-3.488721e-001
2.015999999999999e-004	-3.023886e-001
2.022400000000000e-004	-2.564107e-001
2.032399999999999e-004	-1.900564e-001
2.042399999999999e-004	-1.299301e-001
2.052399999999998e-004	-7.603274e-002
2.062399999999997e-004	-2.771894e-002
2.072399999999996e-004	1.558972e-002
2.082399999999995e-004	5.441175e-002
2.092399999999994e-004	8.921194e-002
2.102399999999993e-004	1.204069e-001
2.112399999999993e-004	1.483703e-001
2.122399999999992e-004	1.734367e-001
2.132399999999991e-004	1.959063e-001
2.142399999999990e-004	2.160481e-001
2.152399999999989e-004	2.341033e-001
2.162399999999988e-004	2.502881e-001
2.172399999999988e-004	2.647961e-001
2.182399999999987e-004	2.778012e-001
2.192399999999986e-004	2.894590e-001
2.202399999999985e-004	2.999091e-001
2.212399999999984e-004	3.092766e-001
2.222399999999983e-004	3.176736e-001
2.232399999999983e-004	3.252008e-001
2.242399999999982e-004	3.319481e-001
2.252399999999981e-004	3.379965e-001
2.262399999999980e-004	3.434182e-001
2.272399999999979e-004	3.482783e-001
2.282399999999978e-004	3.526349e-001
2.292399999999977e-004	3.565402e-001
2.302399999999977e-004	3.600409e-001
2.312399999999976e-004	3.631789e-001
2.322399999999975e-004	3.659919e-001
2.332399999999974e-004	3.685134e-001
2.342399999999973e-004	3.707737e-001
2.352399999999972e-004	3.727999e-001
2.362399999999972e-004	3.746161e-001
2.372399999999971e-004	3.762442e-001
2.382399999999970e-004	3.777037e-001
2.392399999999969e-004	3.790119e-001
2.402399999999968e-004	3.801846e-001
2.412399999999967e-004	3.812358e-001
2.422399999999967e-004	3.821781e-001
2.432399999999966e-004	3.830228e-001
2.442399999999965e-004	3.837800e-001
2.452399999999964e-004	3.844588e-001
2.462399999999963e-004	3.850672e-001
2.472399999999962e-004	3.856126e-001
2.482399999999962e-004	3.861015e-001
2.492399999999961e-004	3.865398e-001
2.502399999999960e-004	3.869326e-001
2.512399999999959e-004	3.872847e-001
2.522399999999958e-004	3.876004e-001
2.532399999999957e-004	3.878834e-001
2.542399999999956e-004	3.881370e-001
2.552399999999956e-004	3.883644e-001
2.562399999999955e-004	3.885682e-001
2.572399999999954e-004	3.887509e-001
2.582399999999953e-004	3.889147e-001
2.592399999999952e-004	3.890615e-001
2.602399999999951e-004	3.891931e-001
2.612399999999951e-004	3.893111e-001
2.622399999999950e-004	3.894168e-001
2.632399999999949e-004	3.895116e-001
2.642399999999948e-004	3.895966e-001
2.652399999999947e-004	3.896728e-001
2.672399999999946e-004	3.898022e-001
2.692399999999944e-004	3.899063e-001
2.712399999999942e-004	3.899899e-001
2.732399999999940e-004	3.900571e-001
2.762399999999938e-004	3.901339e-001
2.772399999999937e-004	3.901544e-001
2.802399999999935e-004	3.902040e-001
2.842399999999931e-004	3.902493e-001
2.892399999999927e-004	3.902841e-001
2.952399999999922e-004	3.903071e-001
3.010000000000001e-004	3.903187e-001
3.011000000000001e-004	3.891969e-001
3.013000000000000e-004	3.848871e-001
3.016000000000000e-004	3.725415e-001
3.020000000000002e-004	3.488749e-001
3.026000000000001e-004	3.023913e-001
3.032400000000002e-004	2.564132e-001
3.042400000000001e-004	1.900587e-001
3.052400000000000e-004	1.299322e-001
3.062399999999999e-004	7.603456e-002
3.072399999999999e-004	2.772057e-002
3.082399999999998e-004	-1.558826e-002
3.092399999999997e-004	-5.441044e-002
3.102399999999996e-004	-8.921076e-002
3.112399999999995e-004	-1.204059e-001
3.122399999999994e-004	-1.483693e-001
3.132399999999994e-004	-1.734358e-001
3.142399999999993e-004	-1.959055e-001
3.152399999999992e-004	-2.160474e-001
3.162399999999991e-004	-2.341027e-001
3.172399999999990e-004	-2.502875e-001
3.182399999999989e-004	-2.647957e-001
3.192399999999989e-004	-2.778008e-001
3.202399999999988e-004	-2.894586e-001
3.212399999999987e-004	-2.999088e-001
3.222399999999986e-004	-3.092763e-001
3.232399999999985e-004	-3.176734e-001
3.242399999999984e-004	-3.252005e-001
3.252399999999983e-004	-3.319479e-001
3.262399999999983e-004	-3.379963e-001
3.272399999999982e-004	-3.434181e-001
3.282399999999981e-004	-3.482782e-001
3.292399999999980e-004	-3.526348e-001
3.302399999999979e-004	-3.565401e-001
3.312399999999978e-004	-3.600408e-001
3.322399999999978e-004	-3.631788e-001
3.332399999999977e-004	-3.659918e-001
3.342399999999976e-004	-3.685133e-001
3.352399999999975e-004	-3.707737e-001
3.362399999999974e-004	-3.727998e-001
3.372399999999973e-004	-3.746161e-001
3.382399999999973e-004	-3.762442e-001
3.392399999999972e-004	-3.777036e-001
3.402399999999971e-004	-3.790119e-001
3.412399999999970e-004	-3.801846e-001
3.422399999999969e-004	-3.812358e-001
3.432399999999968e-004	-3.821781e-001
3.442399999999967e-004	-3.830228e-001
3.452399999999967e-004	-3.837800e-001
3.462399999999966e-004	-3.844588e-001
3.472399999999965e-004	-3.850672e-001
3.482399999999964e-004	-3.856126e-001
3.492399999999963e-004	-3.861015e-001
3.502399999999962e-004	-3.865397e-001
3.512399999999962e-004	-3.869326e-001
3.522399999999961e-004	-3.872847e-001
3.532399999999960e-004	-3.876004e-001
3.542399999999959e-004	-3.878834e-001
3.552399999999958e-004	-3.881370e-001
3.562399999999957e-004	-3.883644e-001
3.572399999999957e-004	-3.885682e-001
3.582399999999956e-004	-3.887509e-001
3.592399999999955e-004	-3.889147e-001
3.602399999999954e-004	-3.890615e-001
3.612399999999953e-004	-3.891931e-001
3.622399999999952e-004	-3.893111e-001
3.632399999999952e-004	-3.894168e-001
3.642399999999951e-004	-3.895116e-001
3.652399999999950e-004	-3.895966e-001
3.662399999999949e-004	-3.896728e-001
3.682399999999947e-004	-3.898022e-001
3.702399999999946e-004	-3.899063e-001
3.722399999999944e-004	-3.899899e-001
3.742399999999942e-004	-3.900571e-001
3.772399999999940e-004	-3.901339e-001
3.802399999999937e-004	-3.901893e-001
3.832399999999935e-004	-3.902292e-001
3.872399999999931e-004	-3.902655e-001
3.922399999999927e-004	-3.902934e-001
4.000000000000002e-004	-3.903154e-001
4.001000000000002e-004	-3.891937e-001
4.003000000000001e-004	-3.848840e-001
4.006000000000001e-004	-3.725385e-001
4.009999999999999e-004	-3.488721e-001
4.015999999999996e-004	-3.023886e-001
4.022399999999992e-004	-2.564107e-001
4.032399999999992e-004	-1.900564e-001
4.042399999999991e-004	-1.299301e-001
4.052399999999990e-004	-7.603274e-002
4.062399999999989e-004	-2.771894e-002
4.072399999999988e-004	1.558972e-002
4.082399999999987e-004	5.441175e-002
4.092399999999987e-004	8.921194e-002
4.102399999999986e-004	1.204069e-001
4.112399999999985e-004	1.483703e-001
4.122399999999984e-004	1.734367e-001
4.132399999999983e-004	1.959063e-001
4.142399999999982e-004	2.160481e-001
4.152399999999982e-004	2.341033e-001
4.162399999999981e-004	2.502881e-001
4.172399999999980e-004	2.647961e-001
4.182399999999979e-004	2.778012e-001
4.192399999999978e-004	2.894590e-001
4.202399999999977e-004	2.999091e-001
4.212399999999976e-004	3.092766e-001
4.222399999999976e-004	3.176736e-001
4.232399999999975e-004	3.252008e-001
4.242399999999974e-004	3.319481e-001
4.252399999999973e-004	3.379965e-001
4.262399999999972e-004	3.434182e-001
4.272399999999971e-004	3.482783e-001
4.282399999999971e-004	3.526349e-001
4.292399999999970e-004	3.565402e-001
4.302399999999969e-004	3.600409e-001
4.312399999999968e-004	3.631789e-001
4.322399999999967e-004	3.659919e-001
4.332399999999966e-004	3.685134e-001
4.342399999999966e-004	3.707737e-001
4.352399999999965e-004	3.727999e-001
4.362399999999964e-004	3.746161e-001
4.372399999999963e-004	3.762442e-001
4.382399999999962e-004	3.777037e-001
4.392399999999961e-004	3.790119e-001
4.402399999999960e-004	3.801846e-001
4.412399999999960e-004	3.812358e-001
4.422399999999959e-004	3.821781e-001
4.432399999999958e-004	3.830228e-001
4.442399999999957e-004	3.837800e-001
4.452399999999956e-004	3.844588e-001
4.462399999999955e-004	3.850672e-001
4.472399999999955e-004	3.856126e-001
4.482399999999954e-004	3.861015e-001
4.492399999999953e-004	3.865398e-001
4.502399999999952e-004	3.869326e-001
4.512399999999951e-004	3.872847e-001
4.522399999999950e-004	3.876004e-001
4.532399999999950e-004	3.878834e-001
4.542399999999949e-004	3.881370e-001
4.552399999999948e-004	3.883644e-001
4.562399999999947e-004	3.885682e-001
4.572399999999946e-004	3.887509e-001
4.582399999999945e-004	3.889147e-001
4.592399999999944e-004	3.890615e-001
4.602399999999944e-004	3.891931e-001
4.612399999999943e-004	3.893111e-001
4.622399999999942e-004	3.894168e-001
4.632399999999941e-004	3.895116e-001
4.642399999999940e-004	3.895966e-001
4.652399999999939e-004	3.896728e-001
4.672399999999938e-004	3.898022e-001
4.692399999999936e-004	3.899063e-001
4.712399999999934e-004	3.899899e-001
4.732399999999933e-004	3.900571e-001
4.762399999999930e-004	3.901339e-001
4.792399999999928e-004	3.901893e-001
4.822399999999925e-004	3.902292e-001
4.862399999999922e-004	3.902655e-001
4.912399999999918e-004	3.902934e-001
4.982399999999912e-004	3.903140e-001
5.009999999999999e-004	3.903187e-001
5.011000000000000e-004	3.891969e-001
5.012999999999999e-004	3.848871e-001
5.015999999999998e-004	3.725415e-001
5.020000000000001e-004	3.488749e-001
5.026000000000000e-004	3.023913e-001
5.032400000000001e-004	2.564132e-001
5.042400000000000e-004	1.900587e-001
5.052399999999999e-004	1.299322e-001
5.062399999999998e-004	7.603456e-002
5.072399999999997e-004	2.772057e-002
5.082399999999997e-004	-1.558826e-002
5.092399999999996e-004	-5.441044e-002
5.102399999999995e-004	-8.921076e-002
5.112399999999994e-004	-1.204059e-001
5.122399999999993e-004	-1.483693e-001
5.132399999999992e-004	-1.734358e-001
5.142399999999991e-004	-1.959055e-001
5.152399999999991e-004	-2.160474e-001
5.162399999999990e-004	-2.341027e-001
5.172399999999989e-004	-2.502875e-001
5.182399999999988e-004	-2.647957e-001
5.192399999999987e-004	-2.778008e-001
5.202399999999986e-004	-2.894586e-001
5.212399999999986e-004	-2.999088e-001
5.222399999999985e-004	-3.092763e-001
5.232399999999984e-004	-3.176734e-001
5.242399999999983e-004	-3.252005e-001
5.252399999999982e-004	-3.319479e-001
5.262399999999981e-004	-3.379963e-001
5.272399999999981e-004	-3.434181e-001
5.282399999999980e-004	-3.482782e-001
5.292399999999979e-004	-3.526348e-001
5.302399999999978e-004	-3.565401e-001
5.312399999999977e-004	-3.600408e-001
5.322399999999976e-004	-3.631788e-001
5.332399999999975e-004	-3.659918e-001
5.342399999999975e-004	-3.685133e-001
5.352399999999974e-004	-3.707737e-001
5.362399999999973e-004	-3.727998e-001
5.372399999999972e-004	-3.746161e-001
5.382399999999971e-004	-3.762442e-001
5.392399999999970e-004	-3.777036e-001
5.402399999999970e-004	-3.790119e-001
5.412399999999969e-004	-3.801846e-001
5.422399999999968e-004	-3.812358e-001
5.432399999999967e-004	-3.821781e-001
5.442399999999966e-004	-3.830228e-001
5.452399999999965e-004	-3.837800e-001
5.462399999999965e-004	-3.844588e-001
5.472399999999964e-004	-3.850672e-001
5.482399999999963e-004	-3.856126e-001
5.492399999999962e-004	-3.861015e-001
5.502399999999961e-004	-3.865397e-001
5.512399999999960e-004	-3.869326e-001
5.522399999999960e-004	-3.872847e-001
5.532399999999959e-004	-3.876004e-001
5.542399999999958e-004	-3.878834e-001
5.552399999999957e-004	-3.881370e-001
5.562399999999956e-004	-3.883644e-001
5.572399999999955e-004	-3.885682e-001
5.582399999999954e-004	-3.887509e-001
5.592399999999954e-004	-3.889147e-001
5.602399999999953e-004	-3.890615e-001
5.612399999999952e-004	-3.891931e-001
5.622399999999951e-004	-3.893111e-001
5.632399999999950e-004	-3.894168e-001
5.642399999999949e-004	-3.895116e-001
5.652399999999949e-004	-3.895966e-001
5.662399999999948e-004	-3.896728e-001
5.682399999999946e-004	-3.898022e-001
5.702399999999944e-004	-3.899063e-001
5.722399999999943e-004	-3.899899e-001
5.742399999999941e-004	-3.900571e-001
5.772399999999938e-004	-3.901339e-001
5.802399999999936e-004	-3.901893e-001
5.832399999999933e-004	-3.902292e-001
5.872399999999930e-004	-3.902655e-001
5.922399999999926e-004	-3.902934e-001
6.000000000000001e-004	-3.903154e-001
6.001000000000001e-004	-3.891937e-001
6.003000000000000e-004	-3.848840e-001
6.006000000000000e-004	-3.725385e-001
6.010000000000000e-004	-3.488721e-001
6.015999999999999e-004	-3.023886e-001
6.022400000000000e-004	-2.564107e-001
6.032399999999999e-004	-1.900564e-001
6.042399999999998e-004	-1.299301e-001
6.052399999999997e-004	-7.603274e-002
6.062399999999996e-004	-2.771894e-002
6.072399999999996e-004	1.558972e-002
6.082399999999995e-004	5.441175e-002
6.092399999999994e-004	8.921194e-002
6.102399999999993e-004	1.204069e-001
6.112399999999992e-004	1.483703e-001
6.122399999999991e-004	1.734367e-001
6.132399999999991e-004	1.959063e-001
6.142399999999990e-004	2.160481e-001
6.152399999999989e-004	2.341033e-001
6.162399999999988e-004	2.502881e-001
6.172399999999987e-004	2.647961e-001
6.182399999999986e-004	2.778012e-001
6.192399999999986e-004	2.894590e-001
6.202399999999985e-004	2.999091e-001
6.212399999999984e-004	3.092766e-001
6.222399999999983e-004	3.176736e-001
6.232399999999982e-004	3.252008e-001
6.242399999999981e-004	3.319481e-001
6.252399999999981e-004	3.379965e-001
6.262399999999980e-004	3.434182e-001
6.272399999999979e-004	3.482783e-001
6.282399999999978e-004	3.526349e-001
6.292399999999977e-004	3.565402e-001
6.302399999999976e-004	3.600409e-001
6.312399999999975e-004	3.631789e-001
6.322399999999975e-004	3.659919e-001
6.332399999999974e-004	3.685134e-001
6.342399999999973e-004	3.707737e-001
6.352399999999972e-004	3.727999e-001
6.362399999999971e-004	3.746161e-001
6.372399999999970e-004	3.762442e-001
6.382399999999970e-004	3.777037e-001
6.392399999999969e-004	3.790119e-001
6.402399999999968e-004	3.801846e-001
6.412399999999967e-004	3.812358e-001
6.422399999999966e-004	3.821781e-001
6.432399999999965e-004	3.830228e-001
6.442399999999965e-004	3.837800e-001
6.452399999999964e-004	3.844588e-001
6.462399999999963e-004	3.850672e-001
6.472399999999962e-004	3.856126e-001
6.482399999999961e-004	3.861015e-001
6.492399999999960e-004	3.865398e-001
6.502399999999959e-004	3.869326e-001
6.512399999999959e-004	3.872847e-001
6.522399999999958e-004	3.876004e-001
6.532399999999957e-004	3.878834e-001
6.542399999999956e-004	3.881370e-001
6.552399999999955e-004	3.883644e-001
6.562399999999954e-004	3.885682e-001
6.572399999999954e-004	3.887509e-001
6.582399999999953e-004	3.889147e-001
6.592399999999952e-004	3.890615e-001
6.602399999999951e-004	3.891931e-001
6.612399999999950e-004	3.893111e-001
6.622399999999949e-004	3.894168e-001
6.632399999999949e-004	3.895116e-001
6.642399999999948e-004	3.895966e-001
6.652399999999947e-004	3.896728e-001
6.672399999999945e-004	3.898022e-001
6.692399999999943e-004	3.899063e-001
6.712399999999942e-004	3.899899e-001
6.732399999999940e-004	3.900571e-001
6.762399999999938e-004	3.901339e-001
6.792399999999935e-004	3.901893e-001
6.822399999999933e-004	3.902292e-001
6.862399999999929e-004	3.902655e-001
6.912399999999925e-004	3.902934e-001
6.982399999999919e-004	3.903140e-001
7.010000000000000e-004	3.903187e-001
7.011000000000001e-004	3.891969e-001
7.013000000000000e-004	3.848871e-001
7.015999999999999e-004	3.725415e-001
7.020000000000002e-004	3.488749e-001
7.026000000000001e-004	3.023913e-001
7.032400000000002e-004	2.564132e-001
7.042400000000001e-004	1.900587e-001
7.052400000000000e-004	1.299322e-001
7.062399999999999e-004	7.603456e-002
7.072399999999998e-004	2.772057e-002
7.082399999999997e-004	-1.558826e-002
7.092399999999997e-004	-5.441044e-002
7.102399999999996e-004	-8.921076e-002
7.112399999999995e-004	-1.204059e-001
7.122399999999994e-004	-1.483693e-001
7.132399999999993e-004	-1.734358e-001
7.142399999999992e-004	-1.959055e-001
7.152399999999992e-004	-2.160474e-001
7.162399999999991e-004	-2.341027e-001
7.172399999999990e-004	-2.502875e-001
7.182399999999989e-004	-2.647957e-001
7.192399999999988e-004	-2.778008e-001
7.202399999999987e-004	-2.894586e-001
7.212399999999986e-004	-2.999088e-001
7.222399999999986e-004	-3.092763e-001
7.232399999999985e-004	-3.176734e-001
7.242399999999984e-004	-3.252005e-001
7.252399999999983e-004	-3.319479e-001
7.262399999999982e-004	-3.379963e-001
7.272399999999981e-004	-3.434181e-001
7.282399999999981e-004	-3.482782e-001
7.292399999999980e-004	-3.526348e-001
7.302399999999979e-004	-3.565401e-001
7.312399999999978e-004	-3.600408e-001
7.322399999999977e-004	-3.631788e-001
7.332399999999976e-004	-3.659918e-001
7.342399999999976e-004	-3.685133e-001
7.352399999999975e-004	-3.707737e-001
7.362399999999974e-004	-3.727998e-001
7.372399999999973e-004	-3.746161e-001
7.382399999999972e-004	-3.762442e-001
7.392399999999971e-004	-3.777036e-001
7.402399999999971e-004	-3.790119e-001
7.412399999999970e-004	-3.801846e-001
7.422399999999969e-004	-3.812358e-001
7.432399999999968e-004	-3.821781e-001
7.442399999999967e-004	-3.830228e-001
7.452399999999966e-004	-3.837800e-001
7.462399999999965e-004	-3.844588e-001
7.472399999999965e-004	-3.850672e-001
7.482399999999964e-004	-3.856126e-001
7.492399999999963e-004	-3.861015e-001
7.502399999999962e-004	-3.865397e-001
7.512399999999961e-004	-3.869326e-001
7.522399999999960e-004	-3.872847e-001
7.532399999999960e-004	-3.876004e-001
7.542399999999959e-004	-3.878834e-001
7.552399999999958e-004	-3.881370e-001
7.562399999999957e-004	-3.883644e-001
7.572399999999956e-004	-3.885682e-001
7.582399999999955e-004	-3.887509e-001
7.592399999999955e-004	-3.889147e-001
7.602399999999954e-004	-3.890615e-001
7.612399999999953e-004	-3.891931e-001
7.622399999999952e-004	-3.893111e-001
7.632399999999951e-004	-3.894168e-001
7.642399999999950e-004	-3.895116e-001
7.652399999999949e-004	-3.895966e-001
7.662399999999949e-004	-3.896728e-001
7.682399999999947e-004	-3.898022e-001
7.702399999999945e-004	-3.899063e-001
7.722399999999944e-004	-3.899899e-001
7.742399999999942e-004	-3.900571e-001
7.772399999999939e-004	-3.901339e-001
7.802399999999937e-004	-3.901893e-001
7.832399999999934e-004	-3.902292e-001
7.872399999999931e-004	-3.902655e-001
7.922399999999927e-004	-3.902934e-001
8.000000000000002e-004	-3.903154e-001
8.001000000000002e-004	-3.891937e-001
8.003000000000001e-004	-3.848840e-001
8.006000000000001e-004	-3.725385e-001
8.010000000000001e-004	-3.488721e-001
8.016000000000000e-004	-3.023886e-001
8.022400000000001e-004	-2.564107e-001
8.032400000000000e-004	-1.900564e-001
8.042399999999999e-004	-1.299301e-001
8.052399999999998e-004	-7.603274e-002
8.062399999999997e-004	-2.771894e-002
8.072399999999997e-004	1.558972e-002
8.082399999999996e-004	5.441175e-002
8.092399999999995e-004	8.921194e-002
8.102399999999994e-004	1.204069e-001
8.112399999999993e-004	1.483703e-001
8.122399999999992e-004	1.734367e-001
8.132399999999992e-004	1.959063e-001
8.142399999999991e-004	2.160481e-001
8.152399999999990e-004	2.341033e-001
8.162399999999989e-004	2.502881e-001
8.172399999999988e-004	2.647961e-001
8.182399999999987e-004	2.778012e-001
8.192399999999986e-004	2.894590e-001
8.202399999999986e-004	2.999091e-001
8.212399999999985e-004	3.092766e-001
8.222399999999984e-004	3.176736e-001
8.232399999999983e-004	3.252008e-001
8.242399999999982e-004	3.319481e-001
8.252399999999981e-004	3.379965e-001
8.262399999999981e-004	3.434182e-001
8.272399999999980e-004	3.482783e-001
8.282399999999979e-004	3.526349e-001
8.292399999999978e-004	3.565402e-001
8.302399999999977e-004	3.600409e-001
8.312399999999976e-004	3.631789e-001
8.322399999999976e-004	3.659919e-001
8.332399999999975e-004	3.685134e-001
8.342399999999974e-004	3.707737e-001
8.352399999999973e-004	3.727999e-001
8.362399999999972e-004	3.746161e-001
8.372399999999971e-004	3.762442e-001
8.382399999999970e-004	3.777037e-001
8.392399999999970e-004	3.790119e-001
8.402399999999969e-004	3.801846e-001
8.412399999999968e-004	3.812358e-001
8.422399999999967e-004	3.821781e-001
8.432399999999966e-004	3.830228e-001
8.442399999999965e-004	3.837800e-001
8.452399999999965e-004	3.844588e-001
8.462399999999964e-004	3.850672e-001
8.472399999999963e-004	3.856126e-001
8.482399999999962e-004	3.861015e-001
8.492399999999961e-004	3.865398e-001
8.502399999999960e-004	3.869326e-001
8.512399999999960e-004	3.872847e-001
8.522399999999959e-004	3.876004e-001
8.532399999999958e-004	3.878834e-001
8.542399999999957e-004	3.881370e-001
8.552399999999956e-004	3.883644e-001
8.562399999999955e-004	3.885682e-001
8.572399999999954e-004	3.887509e-001
8.582399999999954e-004	3.889147e-001
8.592399999999953e-004	3.890615e-001
8.602399999999952e-004	3.891931e-001
8.612399999999951e-004	3.893111e-001
8.622399999999950e-004	3.894168e-001
8.632399999999949e-004	3.895116e-001
8.642399999999949e-004	3.895966e-001
8.652399999999948e-004	3.896728e-001
8.672399999999946e-004	3.898022e-001
8.692399999999944e-004	3.899063e-001
8.712399999999943e-004	3.899899e-001
8.732399999999941e-004	3.900571e-001
8.762399999999939e-004	3.901339e-001
8.792399999999936e-004	3.901893e-001
8.822399999999933e-004	3.902292e-001
8.862399999999930e-004	3.902655e-001
8.912399999999926e-004	3.902934e-001
8.982399999999920e-004	3.903140e-001
9.010000000000001e-004	3.903187e-001
