time	V(in)	V(out)
Step Information: Index=3  (Run: 3/5)
3.525240000000001e-003	0.000000e+000	7.001420e-001
3.526240000000001e-003	0.000000e+000	6.970620e-001
3.527240000000001e-003	0.000000e+000	6.945401e-001
3.528240000000001e-003	0.000000e+000	6.924753e-001
3.529240000000001e-003	0.000000e+000	6.907845e-001
3.530240000000001e-003	0.000000e+000	6.894002e-001
3.531240000000002e-003	0.000000e+000	6.882667e-001
3.532240000000002e-003	0.000000e+000	6.873386e-001
3.533240000000002e-003	0.000000e+000	6.865787e-001
3.534240000000002e-003	0.000000e+000	6.859565e-001
3.535240000000002e-003	0.000000e+000	6.854470e-001
3.536240000000002e-003	0.000000e+000	6.850299e-001
3.537240000000002e-003	0.000000e+000	6.846883e-001
3.538240000000002e-003	0.000000e+000	6.844087e-001
3.539240000000003e-003	0.000000e+000	6.841797e-001
3.540240000000003e-003	0.000000e+000	6.839921e-001
3.541240000000003e-003	0.000000e+000	6.838386e-001
3.542240000000003e-003	0.000000e+000	6.837130e-001
3.543240000000003e-003	0.000000e+000	6.836100e-001
3.544240000000003e-003	0.000000e+000	6.835257e-001
3.545240000000003e-003	0.000000e+000	6.834567e-001
3.546240000000004e-003	0.000000e+000	6.834003e-001
3.547240000000004e-003	0.000000e+000	6.833540e-001
3.548240000000004e-003	0.000000e+000	6.833161e-001
3.550240000000004e-003	0.000000e+000	6.832597e-001
3.552240000000004e-003	0.000000e+000	6.832219e-001
3.555240000000005e-003	0.000000e+000	6.831872e-001
3.559240000000005e-003	0.000000e+000	6.831639e-001
3.567240000000006e-003	0.000000e+000	6.831488e-001
3.600000000000000e-003	0.000000e+000	6.831449e-001
3.600100000000000e-003	3.300000e-001	6.881574e-001
3.600300000000000e-003	9.900000e-001	7.072814e-001
3.600600000000000e-003	1.980000e+000	7.614754e-001
3.601000000000000e-003	3.300000e+000	8.646559e-001
3.601280000000000e-003	3.300000e+000	9.588622e-001
3.601600000000000e-003	3.300000e+000	1.059024e+000
3.602240000000001e-003	3.300000e+000	1.240038e+000
3.603240000000001e-003	3.300000e+000	1.485207e+000
3.604240000000001e-003	3.300000e+000	1.690269e+000
3.605240000000001e-003	3.300000e+000	1.858173e+000
3.606240000000001e-003	3.300000e+000	1.995651e+000
3.607240000000001e-003	3.300000e+000	2.108217e+000
3.608240000000001e-003	3.300000e+000	2.200386e+000
3.609240000000001e-003	3.300000e+000	2.275853e+000
3.610240000000002e-003	3.300000e+000	2.337645e+000
3.611240000000002e-003	3.300000e+000	2.388239e+000
3.612240000000002e-003	3.300000e+000	2.429666e+000
3.613240000000002e-003	3.300000e+000	2.463586e+000
3.614240000000002e-003	3.300000e+000	2.491359e+000
3.615240000000002e-003	3.300000e+000	2.514100e+000
3.616240000000002e-003	3.300000e+000	2.532720e+000
3.617240000000003e-003	3.300000e+000	2.547966e+000
3.618240000000003e-003	3.300000e+000	2.560449e+000
3.619240000000003e-003	3.300000e+000	2.570670e+000
3.620240000000003e-003	3.300000e+000	2.579039e+000
3.621240000000003e-003	3.300000e+000	2.585891e+000
3.622240000000003e-003	3.300000e+000	2.591502e+000
3.623240000000003e-003	3.300000e+000	2.596097e+000
3.624240000000003e-003	3.300000e+000	2.599858e+000
3.625240000000004e-003	3.300000e+000	2.602938e+000
3.626240000000004e-003	3.300000e+000	2.605460e+000
3.627240000000004e-003	3.300000e+000	2.607525e+000
3.628240000000004e-003	3.300000e+000	2.609215e+000
3.629240000000004e-003	3.300000e+000	2.610600e+000
3.630240000000004e-003	3.300000e+000	2.611733e+000
3.631240000000004e-003	3.300000e+000	2.612661e+000
3.632240000000005e-003	3.300000e+000	2.613421e+000
3.633240000000005e-003	3.300000e+000	2.614043e+000
3.634240000000005e-003	3.300000e+000	2.614553e+000
3.635240000000005e-003	3.300000e+000	2.614970e+000
3.636240000000005e-003	3.300000e+000	2.615312e+000
3.637240000000005e-003	3.300000e+000	2.615592e+000
3.638240000000005e-003	3.300000e+000	2.615820e+000
3.639240000000005e-003	3.300000e+000	2.616008e+000
3.640240000000006e-003	3.300000e+000	2.616161e+000
3.641240000000006e-003	3.300000e+000	2.616287e+000
3.642240000000006e-003	3.300000e+000	2.616390e+000
3.643240000000006e-003	3.300000e+000	2.616474e+000
3.644240000000006e-003	3.300000e+000	2.616543e+000
3.645240000000006e-003	3.300000e+000	2.616600e+000
3.646240000000006e-003	3.300000e+000	2.616646e+000
3.647240000000006e-003	3.300000e+000	2.616684e+000
3.649240000000007e-003	3.300000e+000	2.616740e+000
3.651240000000007e-003	3.300000e+000	2.616778e+000
3.654240000000007e-003	3.300000e+000	2.616813e+000
3.658240000000008e-003	3.300000e+000	2.616836e+000
3.666240000000009e-003	3.300000e+000	2.616851e+000
3.701000000000000e-003	3.300000e+000	2.616855e+000
3.701100000000001e-003	2.970000e+000	2.611843e+000
3.701300000000000e-003	2.310000e+000	2.592719e+000
3.701600000000001e-003	1.320000e+000	2.538525e+000
3.702000000000000e-003	1.127543e-012	2.435344e+000
3.702279999999999e-003	0.000000e+000	2.341138e+000
3.702599999999999e-003	0.000000e+000	2.240976e+000
3.703239999999997e-003	0.000000e+000	2.059962e+000
3.704239999999998e-003	0.000000e+000	1.814793e+000
3.705239999999998e-003	0.000000e+000	1.609731e+000
3.706239999999998e-003	0.000000e+000	1.441827e+000
3.707239999999998e-003	0.000000e+000	1.304349e+000
3.708239999999998e-003	0.000000e+000	1.191783e+000
3.709239999999998e-003	0.000000e+000	1.099614e+000
3.710239999999998e-003	0.000000e+000	1.024147e+000
3.711239999999999e-003	0.000000e+000	9.623555e-001
3.712239999999999e-003	0.000000e+000	9.117607e-001
3.713239999999999e-003	0.000000e+000	8.703340e-001
3.714239999999999e-003	0.000000e+000	8.364141e-001
3.715239999999999e-003	0.000000e+000	8.086407e-001
3.716239999999999e-003	0.000000e+000	7.859001e-001
3.717239999999999e-003	0.000000e+000	7.672802e-001
3.718239999999999e-003	0.000000e+000	7.520343e-001
3.719240000000000e-003	0.000000e+000	7.395511e-001
3.720240000000000e-003	0.000000e+000	7.293299e-001
3.721240000000000e-003	0.000000e+000	7.209610e-001
3.722240000000000e-003	0.000000e+000	7.141085e-001
3.723240000000000e-003	0.000000e+000	7.084976e-001
3.724240000000000e-003	0.000000e+000	7.039036e-001
3.725240000000000e-003	0.000000e+000	7.001420e-001
3.726240000000001e-003	0.000000e+000	6.970620e-001
3.727240000000001e-003	0.000000e+000	6.945401e-001
3.728240000000001e-003	0.000000e+000	6.924753e-001
3.729240000000001e-003	0.000000e+000	6.907845e-001
3.730240000000001e-003	0.000000e+000	6.894002e-001
3.731240000000001e-003	0.000000e+000	6.882667e-001
3.732240000000001e-003	0.000000e+000	6.873386e-001
3.733240000000001e-003	0.000000e+000	6.865787e-001
3.734240000000002e-003	0.000000e+000	6.859565e-001
3.735240000000002e-003	0.000000e+000	6.854470e-001
3.736240000000002e-003	0.000000e+000	6.850299e-001
3.737240000000002e-003	0.000000e+000	6.846883e-001
3.738240000000002e-003	0.000000e+000	6.844087e-001
3.739240000000002e-003	0.000000e+000	6.841797e-001
3.740240000000002e-003	0.000000e+000	6.839921e-001
3.741240000000002e-003	0.000000e+000	6.838386e-001
3.742240000000003e-003	0.000000e+000	6.837130e-001
3.743240000000003e-003	0.000000e+000	6.836100e-001
3.744240000000003e-003	0.000000e+000	6.835257e-001
3.745240000000003e-003	0.000000e+000	6.834567e-001
3.746240000000003e-003	0.000000e+000	6.834003e-001
3.747240000000003e-003	0.000000e+000	6.833540e-001
3.748240000000003e-003	0.000000e+000	6.833161e-001
3.750240000000004e-003	0.000000e+000	6.832597e-001
3.752240000000004e-003	0.000000e+000	6.832219e-001
3.755240000000004e-003	0.000000e+000	6.831872e-001
3.759240000000005e-003	0.000000e+000	6.831639e-001
3.767240000000006e-003	0.000000e+000	6.831488e-001
3.800000000000000e-003	0.000000e+000	6.831449e-001
3.800100000000000e-003	3.300000e-001	6.881574e-001
3.800300000000000e-003	9.900000e-001	7.072814e-001
3.800600000000000e-003	1.980000e+000	7.614754e-001
3.801000000000000e-003	3.300000e+000	8.646559e-001
3.801280000000000e-003	3.300000e+000	9.588622e-001
3.801600000000000e-003	3.300000e+000	1.059024e+000
3.802240000000000e-003	3.300000e+000	1.240038e+000
3.803240000000000e-003	3.300000e+000	1.485207e+000
3.804240000000000e-003	3.300000e+000	1.690269e+000
3.805240000000001e-003	3.300000e+000	1.858173e+000
3.806240000000001e-003	3.300000e+000	1.995651e+000
3.807240000000001e-003	3.300000e+000	2.108217e+000
3.808240000000001e-003	3.300000e+000	2.200386e+000
3.809240000000001e-003	3.300000e+000	2.275853e+000
3.810240000000001e-003	3.300000e+000	2.337645e+000
3.811240000000001e-003	3.300000e+000	2.388239e+000
3.812240000000002e-003	3.300000e+000	2.429666e+000
3.813240000000002e-003	3.300000e+000	2.463586e+000
3.814240000000002e-003	3.300000e+000	2.491359e+000
3.815240000000002e-003	3.300000e+000	2.514100e+000
3.816240000000002e-003	3.300000e+000	2.532720e+000
3.817240000000002e-003	3.300000e+000	2.547966e+000
3.818240000000002e-003	3.300000e+000	2.560449e+000
3.819240000000002e-003	3.300000e+000	2.570670e+000
3.820240000000003e-003	3.300000e+000	2.579039e+000
3.821240000000003e-003	3.300000e+000	2.585891e+000
3.822240000000003e-003	3.300000e+000	2.591502e+000
3.823240000000003e-003	3.300000e+000	2.596097e+000
3.824240000000003e-003	3.300000e+000	2.599858e+000
3.825240000000003e-003	3.300000e+000	2.602938e+000
3.826240000000003e-003	3.300000e+000	2.605460e+000
3.827240000000004e-003	3.300000e+000	2.607525e+000
3.828240000000004e-003	3.300000e+000	2.609215e+000
3.829240000000004e-003	3.300000e+000	2.610600e+000
3.830240000000004e-003	3.300000e+000	2.611733e+000
3.831240000000004e-003	3.300000e+000	2.612661e+000
3.832240000000004e-003	3.300000e+000	2.613421e+000
3.833240000000004e-003	3.300000e+000	2.614043e+000
3.834240000000004e-003	3.300000e+000	2.614553e+000
3.835240000000005e-003	3.300000e+000	2.614970e+000
3.836240000000005e-003	3.300000e+000	2.615312e+000
3.837240000000005e-003	3.300000e+000	2.615592e+000
3.838240000000005e-003	3.300000e+000	2.615820e+000
3.839240000000005e-003	3.300000e+000	2.616008e+000
3.840240000000005e-003	3.300000e+000	2.616161e+000
3.841240000000005e-003	3.300000e+000	2.616287e+000
3.842240000000005e-003	3.300000e+000	2.616390e+000
3.843240000000006e-003	3.300000e+000	2.616474e+000
3.844240000000006e-003	3.300000e+000	2.616543e+000
3.845240000000006e-003	3.300000e+000	2.616600e+000
3.846240000000006e-003	3.300000e+000	2.616646e+000
3.847240000000006e-003	3.300000e+000	2.616684e+000
3.849240000000006e-003	3.300000e+000	2.616740e+000
3.851240000000007e-003	3.300000e+000	2.616778e+000
3.854240000000007e-003	3.300000e+000	2.616813e+000
3.858240000000008e-003	3.300000e+000	2.616836e+000
3.866240000000009e-003	3.300000e+000	2.616851e+000
3.901000000000001e-003	3.300000e+000	2.616855e+000
3.901100000000001e-003	2.970000e+000	2.611843e+000
3.901300000000001e-003	2.310000e+000	2.592719e+000
3.901600000000002e-003	1.320000e+000	2.538525e+000
3.902000000000000e-003	1.127543e-012	2.435344e+000
3.902279999999999e-003	0.000000e+000	2.341138e+000
3.902599999999999e-003	0.000000e+000	2.240976e+000
3.903239999999998e-003	0.000000e+000	2.059962e+000
3.904239999999998e-003	0.000000e+000	1.814793e+000
3.905239999999998e-003	0.000000e+000	1.609731e+000
3.906239999999998e-003	0.000000e+000	1.441827e+000
3.907239999999999e-003	0.000000e+000	1.304349e+000
3.908239999999999e-003	0.000000e+000	1.191783e+000
3.909239999999999e-003	0.000000e+000	1.099614e+000
3.910239999999999e-003	0.000000e+000	1.024147e+000
3.911239999999999e-003	0.000000e+000	9.623555e-001
3.912239999999999e-003	0.000000e+000	9.117607e-001
3.913239999999999e-003	0.000000e+000	8.703340e-001
3.914239999999999e-003	0.000000e+000	8.364141e-001
3.915240000000000e-003	0.000000e+000	8.086407e-001
3.916240000000000e-003	0.000000e+000	7.859001e-001
3.917240000000000e-003	0.000000e+000	7.672802e-001
3.918240000000000e-003	0.000000e+000	7.520343e-001
3.919240000000000e-003	0.000000e+000	7.395511e-001
3.920240000000000e-003	0.000000e+000	7.293299e-001
3.921240000000000e-003	0.000000e+000	7.209610e-001
3.922240000000000e-003	0.000000e+000	7.141085e-001
3.923240000000001e-003	0.000000e+000	7.084976e-001
3.924240000000001e-003	0.000000e+000	7.039036e-001
3.925240000000001e-003	0.000000e+000	7.001420e-001
3.926240000000001e-003	0.000000e+000	6.970620e-001
3.927240000000001e-003	0.000000e+000	6.945401e-001
3.928240000000001e-003	0.000000e+000	6.924753e-001
3.929240000000001e-003	0.000000e+000	6.907845e-001
3.930240000000002e-003	0.000000e+000	6.894002e-001
3.931240000000002e-003	0.000000e+000	6.882667e-001
3.932240000000002e-003	0.000000e+000	6.873386e-001
3.933240000000002e-003	0.000000e+000	6.865787e-001
3.934240000000002e-003	0.000000e+000	6.859565e-001
3.935240000000002e-003	0.000000e+000	6.854470e-001
3.936240000000002e-003	0.000000e+000	6.850299e-001
3.937240000000002e-003	0.000000e+000	6.846883e-001
3.938240000000003e-003	0.000000e+000	6.844087e-001
3.939240000000003e-003	0.000000e+000	6.841797e-001
3.940240000000003e-003	0.000000e+000	6.839921e-001
3.941240000000003e-003	0.000000e+000	6.838386e-001
3.942240000000003e-003	0.000000e+000	6.837130e-001
3.943240000000003e-003	0.000000e+000	6.836100e-001
3.944240000000003e-003	0.000000e+000	6.835257e-001
3.945240000000004e-003	0.000000e+000	6.834567e-001
3.946240000000004e-003	0.000000e+000	6.834003e-001
3.947240000000004e-003	0.000000e+000	6.833540e-001
3.948240000000004e-003	0.000000e+000	6.833161e-001
3.950240000000004e-003	0.000000e+000	6.832597e-001
3.952240000000004e-003	0.000000e+000	6.832219e-001
3.955240000000005e-003	0.000000e+000	6.831872e-001
3.959240000000005e-003	0.000000e+000	6.831639e-001
3.967240000000006e-003	0.000000e+000	6.831488e-001
4.000000000000000e-003	0.000000e+000	6.831449e-001
4.000100000000000e-003	3.300000e-001	6.881574e-001
4.000300000000000e-003	9.900000e-001	7.072814e-001
4.000600000000000e-003	1.980000e+000	7.614754e-001
4.001000000000000e-003	3.300000e+000	8.646559e-001
4.001280000000000e-003	3.300000e+000	9.588622e-001
4.001600000000000e-003	3.300000e+000	1.059024e+000
4.002240000000001e-003	3.300000e+000	1.240038e+000
4.003240000000001e-003	3.300000e+000	1.485207e+000
4.004240000000001e-003	3.300000e+000	1.690269e+000
4.005240000000001e-003	3.300000e+000	1.858173e+000
4.006240000000001e-003	3.300000e+000	1.995651e+000
4.007240000000001e-003	3.300000e+000	2.108217e+000
4.008240000000002e-003	3.300000e+000	2.200386e+000
4.009240000000002e-003	3.300000e+000	2.275853e+000
4.010240000000002e-003	3.300000e+000	2.337645e+000
4.011240000000002e-003	3.300000e+000	2.388239e+000
4.012240000000002e-003	3.300000e+000	2.429666e+000
4.013240000000002e-003	3.300000e+000	2.463586e+000
4.014240000000002e-003	3.300000e+000	2.491359e+000
4.015240000000002e-003	3.300000e+000	2.514100e+000
4.016240000000003e-003	3.300000e+000	2.532720e+000
4.017240000000003e-003	3.300000e+000	2.547966e+000
4.018240000000003e-003	3.300000e+000	2.560449e+000
4.019240000000003e-003	3.300000e+000	2.570670e+000
4.020240000000003e-003	3.300000e+000	2.579039e+000
4.021240000000003e-003	3.300000e+000	2.585891e+000
4.022240000000003e-003	3.300000e+000	2.591502e+000
4.023240000000003e-003	3.300000e+000	2.596097e+000
4.024240000000004e-003	3.300000e+000	2.599858e+000
4.025240000000004e-003	3.300000e+000	2.602938e+000
4.026240000000004e-003	3.300000e+000	2.605460e+000
4.027240000000004e-003	3.300000e+000	2.607525e+000
4.028240000000004e-003	3.300000e+000	2.609215e+000
4.029240000000004e-003	3.300000e+000	2.610600e+000
4.030240000000004e-003	3.300000e+000	2.611733e+000
4.031240000000005e-003	3.300000e+000	2.612661e+000
4.032240000000005e-003	3.300000e+000	2.613421e+000
4.033240000000005e-003	3.300000e+000	2.614043e+000
4.034240000000005e-003	3.300000e+000	2.614553e+000
4.035240000000005e-003	3.300000e+000	2.614970e+000
4.036240000000005e-003	3.300000e+000	2.615312e+000
4.037240000000005e-003	3.300000e+000	2.615592e+000
4.038240000000005e-003	3.300000e+000	2.615820e+000
4.039240000000006e-003	3.300000e+000	2.616008e+000
4.040240000000006e-003	3.300000e+000	2.616161e+000
4.041240000000006e-003	3.300000e+000	2.616287e+000
4.042240000000006e-003	3.300000e+000	2.616390e+000
4.043240000000006e-003	3.300000e+000	2.616474e+000
4.044240000000006e-003	3.300000e+000	2.616543e+000
4.045240000000006e-003	3.300000e+000	2.616600e+000
4.046240000000007e-003	3.300000e+000	2.616646e+000
4.047240000000007e-003	3.300000e+000	2.616684e+000
4.049240000000007e-003	3.300000e+000	2.616740e+000
4.051240000000007e-003	3.300000e+000	2.616778e+000
4.054240000000008e-003	3.300000e+000	2.616813e+000
4.058240000000008e-003	3.300000e+000	2.616836e+000
4.066240000000009e-003	3.300000e+000	2.616851e+000
4.101000000000001e-003	3.300000e+000	2.616855e+000
4.101100000000001e-003	2.970000e+000	2.611843e+000
4.101300000000000e-003	2.310000e+000	2.592719e+000
4.101600000000001e-003	1.320000e+000	2.538525e+000
4.102000000000000e-003	1.127543e-012	2.435344e+000
4.102279999999999e-003	0.000000e+000	2.341138e+000
4.102599999999999e-003	0.000000e+000	2.240976e+000
4.103239999999998e-003	0.000000e+000	2.059962e+000
4.104239999999998e-003	0.000000e+000	1.814793e+000
4.105239999999998e-003	0.000000e+000	1.609731e+000
4.106239999999998e-003	0.000000e+000	1.441827e+000
4.107239999999998e-003	0.000000e+000	1.304349e+000
4.108239999999998e-003	0.000000e+000	1.191783e+000
4.109239999999998e-003	0.000000e+000	1.099614e+000
4.110239999999999e-003	0.000000e+000	1.024147e+000
4.111239999999999e-003	0.000000e+000	9.623555e-001
4.112239999999999e-003	0.000000e+000	9.117607e-001
4.113239999999999e-003	0.000000e+000	8.703340e-001
4.114239999999999e-003	0.000000e+000	8.364141e-001
4.115239999999999e-003	0.000000e+000	8.086407e-001
4.116239999999999e-003	0.000000e+000	7.859001e-001
4.117239999999999e-003	0.000000e+000	7.672802e-001
4.118240000000000e-003	0.000000e+000	7.520343e-001
4.119240000000000e-003	0.000000e+000	7.395511e-001
4.120240000000000e-003	0.000000e+000	7.293299e-001
4.121240000000000e-003	0.000000e+000	7.209610e-001
4.122240000000000e-003	0.000000e+000	7.141085e-001
4.123240000000000e-003	0.000000e+000	7.084976e-001
4.124240000000000e-003	0.000000e+000	7.039036e-001
4.125240000000001e-003	0.000000e+000	7.001420e-001
4.126240000000001e-003	0.000000e+000	6.970620e-001
4.127240000000001e-003	0.000000e+000	6.945401e-001
4.128240000000001e-003	0.000000e+000	6.924753e-001
4.129240000000001e-003	0.000000e+000	6.907845e-001
4.130240000000001e-003	0.000000e+000	6.894002e-001
4.131240000000001e-003	0.000000e+000	6.882667e-001
4.132240000000001e-003	0.000000e+000	6.873386e-001
4.133240000000002e-003	0.000000e+000	6.865787e-001
4.134240000000002e-003	0.000000e+000	6.859565e-001
4.135240000000002e-003	0.000000e+000	6.854470e-001
4.136240000000002e-003	0.000000e+000	6.850299e-001
4.137240000000002e-003	0.000000e+000	6.846883e-001
4.138240000000002e-003	0.000000e+000	6.844087e-001
4.139240000000002e-003	0.000000e+000	6.841797e-001
4.140240000000003e-003	0.000000e+000	6.839921e-001
4.141240000000003e-003	0.000000e+000	6.838386e-001
4.142240000000003e-003	0.000000e+000	6.837130e-001
4.143240000000003e-003	0.000000e+000	6.836100e-001
4.144240000000003e-003	0.000000e+000	6.835257e-001
4.145240000000003e-003	0.000000e+000	6.834567e-001
4.146240000000003e-003	0.000000e+000	6.834003e-001
4.147240000000003e-003	0.000000e+000	6.833540e-001
4.148240000000004e-003	0.000000e+000	6.833161e-001
4.150240000000004e-003	0.000000e+000	6.832597e-001
4.152240000000004e-003	0.000000e+000	6.832219e-001
4.155240000000005e-003	0.000000e+000	6.831872e-001
4.159240000000005e-003	0.000000e+000	6.831639e-001
4.167240000000006e-003	0.000000e+000	6.831488e-001
4.200000000000000e-003	0.000000e+000	6.831449e-001
4.200100000000000e-003	3.300000e-001	6.881574e-001
4.200300000000000e-003	9.900000e-001	7.072814e-001
4.200600000000001e-003	1.980000e+000	7.614754e-001
4.201000000000000e-003	3.300000e+000	8.646559e-001
4.201280000000000e-003	3.300000e+000	9.588622e-001
4.201600000000000e-003	3.300000e+000	1.059024e+000
4.202240000000000e-003	3.300000e+000	1.240038e+000
4.203240000000000e-003	3.300000e+000	1.485207e+000
4.204240000000001e-003	3.300000e+000	1.690269e+000
4.205240000000001e-003	3.300000e+000	1.858173e+000
4.206240000000001e-003	3.300000e+000	1.995651e+000
4.207240000000001e-003	3.300000e+000	2.108217e+000
4.208240000000001e-003	3.300000e+000	2.200386e+000
4.209240000000001e-003	3.300000e+000	2.275853e+000
4.210240000000001e-003	3.300000e+000	2.337645e+000
4.211240000000002e-003	3.300000e+000	2.388239e+000
4.212240000000002e-003	3.300000e+000	2.429666e+000
4.213240000000002e-003	3.300000e+000	2.463586e+000
4.214240000000002e-003	3.300000e+000	2.491359e+000
4.215240000000002e-003	3.300000e+000	2.514100e+000
4.216240000000002e-003	3.300000e+000	2.532720e+000
4.217240000000002e-003	3.300000e+000	2.547966e+000
4.218240000000002e-003	3.300000e+000	2.560449e+000
4.219240000000003e-003	3.300000e+000	2.570670e+000
4.220240000000003e-003	3.300000e+000	2.579039e+000
4.221240000000003e-003	3.300000e+000	2.585891e+000
4.222240000000003e-003	3.300000e+000	2.591502e+000
4.223240000000003e-003	3.300000e+000	2.596097e+000
4.224240000000003e-003	3.300000e+000	2.599858e+000
4.225240000000003e-003	3.300000e+000	2.602938e+000
4.226240000000004e-003	3.300000e+000	2.605460e+000
4.227240000000004e-003	3.300000e+000	2.607525e+000
4.228240000000004e-003	3.300000e+000	2.609215e+000
4.229240000000004e-003	3.300000e+000	2.610600e+000
4.230240000000004e-003	3.300000e+000	2.611733e+000
4.231240000000004e-003	3.300000e+000	2.612661e+000
4.232240000000004e-003	3.300000e+000	2.613421e+000
4.233240000000004e-003	3.300000e+000	2.614043e+000
4.234240000000005e-003	3.300000e+000	2.614553e+000
4.235240000000005e-003	3.300000e+000	2.614970e+000
4.236240000000005e-003	3.300000e+000	2.615312e+000
4.237240000000005e-003	3.300000e+000	2.615592e+000
4.238240000000005e-003	3.300000e+000	2.615820e+000
4.239240000000005e-003	3.300000e+000	2.616008e+000
4.240240000000005e-003	3.300000e+000	2.616161e+000
4.241240000000006e-003	3.300000e+000	2.616287e+000
4.242240000000006e-003	3.300000e+000	2.616390e+000
4.243240000000006e-003	3.300000e+000	2.616474e+000
4.244240000000006e-003	3.300000e+000	2.616543e+000
4.245240000000006e-003	3.300000e+000	2.616600e+000
4.246240000000006e-003	3.300000e+000	2.616646e+000
4.247240000000006e-003	3.300000e+000	2.616684e+000
4.249240000000007e-003	3.300000e+000	2.616740e+000
4.251240000000007e-003	3.300000e+000	2.616778e+000
4.254240000000007e-003	3.300000e+000	2.616813e+000
4.258240000000008e-003	3.300000e+000	2.616836e+000
4.266240000000009e-003	3.300000e+000	2.616851e+000
4.301000000000001e-003	3.300000e+000	2.616855e+000
4.301100000000001e-003	2.970000e+000	2.611843e+000
4.301300000000001e-003	2.310000e+000	2.592719e+000
4.301600000000002e-003	1.320000e+000	2.538525e+000
4.302000000000000e-003	1.127543e-012	2.435344e+000
4.302280000000000e-003	0.000000e+000	2.341138e+000
4.302599999999999e-003	0.000000e+000	2.240976e+000
4.303239999999998e-003	0.000000e+000	2.059962e+000
4.304239999999998e-003	0.000000e+000	1.814793e+000
4.305239999999998e-003	0.000000e+000	1.609731e+000
4.306239999999999e-003	0.000000e+000	1.441827e+000
4.307239999999999e-003	0.000000e+000	1.304349e+000
4.308239999999999e-003	0.000000e+000	1.191783e+000
4.309239999999999e-003	0.000000e+000	1.099614e+000
4.310239999999999e-003	0.000000e+000	1.024147e+000
4.311239999999999e-003	0.000000e+000	9.623555e-001
4.312239999999999e-003	0.000000e+000	9.117607e-001
4.313239999999999e-003	0.000000e+000	8.703340e-001
4.314240000000000e-003	0.000000e+000	8.364141e-001
4.315240000000000e-003	0.000000e+000	8.086407e-001
4.316240000000000e-003	0.000000e+000	7.859001e-001
4.317240000000000e-003	0.000000e+000	7.672802e-001
4.318240000000000e-003	0.000000e+000	7.520343e-001
4.319240000000000e-003	0.000000e+000	7.395511e-001
4.320240000000000e-003	0.000000e+000	7.293299e-001
4.321240000000001e-003	0.000000e+000	7.209610e-001
4.322240000000001e-003	0.000000e+000	7.141085e-001
4.323240000000001e-003	0.000000e+000	7.084976e-001
4.324240000000001e-003	0.000000e+000	7.039036e-001
4.325240000000001e-003	0.000000e+000	7.001420e-001
4.326240000000001e-003	0.000000e+000	6.970620e-001
4.327240000000001e-003	0.000000e+000	6.945401e-001
4.328240000000001e-003	0.000000e+000	6.924753e-001
4.329240000000002e-003	0.000000e+000	6.907845e-001
4.330240000000002e-003	0.000000e+000	6.894002e-001
4.331240000000002e-003	0.000000e+000	6.882667e-001
4.332240000000002e-003	0.000000e+000	6.873386e-001
4.333240000000002e-003	0.000000e+000	6.865787e-001
4.334240000000002e-003	0.000000e+000	6.859565e-001
4.335240000000002e-003	0.000000e+000	6.854470e-001
4.336240000000003e-003	0.000000e+000	6.850299e-001
4.337240000000003e-003	0.000000e+000	6.846883e-001
4.338240000000003e-003	0.000000e+000	6.844087e-001
4.339240000000003e-003	0.000000e+000	6.841797e-001
4.340240000000003e-003	0.000000e+000	6.839921e-001
4.341240000000003e-003	0.000000e+000	6.838386e-001
4.342240000000003e-003	0.000000e+000	6.837130e-001
4.343240000000003e-003	0.000000e+000	6.836100e-001
4.344240000000004e-003	0.000000e+000	6.835257e-001
4.345240000000004e-003	0.000000e+000	6.834567e-001
4.346240000000004e-003	0.000000e+000	6.834003e-001
4.347240000000004e-003	0.000000e+000	6.833540e-001
4.348240000000004e-003	0.000000e+000	6.833161e-001
4.350240000000004e-003	0.000000e+000	6.832597e-001
4.352240000000005e-003	0.000000e+000	6.832219e-001
4.355240000000005e-003	0.000000e+000	6.831872e-001
4.359240000000006e-003	0.000000e+000	6.831639e-001
4.367240000000007e-003	0.000000e+000	6.831488e-001
4.400000000000000e-003	0.000000e+000	6.831449e-001
4.400100000000001e-003	3.300000e-001	6.881574e-001
4.400300000000000e-003	9.900000e-001	7.072814e-001
4.400600000000000e-003	1.980000e+000	7.614754e-001
4.401000000000000e-003	3.300000e+000	8.646559e-001
4.401280000000001e-003	3.300000e+000	9.588622e-001
4.401600000000000e-003	3.300000e+000	1.059024e+000
4.402240000000001e-003	3.300000e+000	1.240038e+000
4.403240000000001e-003	3.300000e+000	1.485207e+000
4.404240000000001e-003	3.300000e+000	1.690269e+000
4.405240000000001e-003	3.300000e+000	1.858173e+000
4.406240000000001e-003	3.300000e+000	1.995651e+000
4.407240000000002e-003	3.300000e+000	2.108217e+000
4.408240000000002e-003	3.300000e+000	2.200386e+000
4.409240000000002e-003	3.300000e+000	2.275853e+000
4.410240000000002e-003	3.300000e+000	2.337645e+000
4.411240000000002e-003	3.300000e+000	2.388239e+000
4.412240000000002e-003	3.300000e+000	2.429666e+000
4.413240000000002e-003	3.300000e+000	2.463586e+000
4.414240000000002e-003	3.300000e+000	2.491359e+000
4.415240000000003e-003	3.300000e+000	2.514100e+000
4.416240000000003e-003	3.300000e+000	2.532720e+000
4.417240000000003e-003	3.300000e+000	2.547966e+000
4.418240000000003e-003	3.300000e+000	2.560449e+000
