time	V(out)	I(R1)
5.523999999999547e-005	8.609667e-002	1.527807e-004
5.623999999999538e-005	8.613560e-002	1.527729e-004
5.723999999999530e-005	8.617038e-002	1.527659e-004
5.823999999999521e-005	8.620144e-002	1.527597e-004
5.923999999999513e-005	8.622921e-002	1.527542e-004
6.023999999999505e-005	8.625402e-002	1.527492e-004
6.123999999999496e-005	8.627619e-002	1.527448e-004
6.223999999999488e-005	8.629599e-002	1.527408e-004
6.323999999999479e-005	8.631369e-002	1.527373e-004
6.423999999999471e-005	8.632950e-002	1.527341e-004
6.623999999999454e-005	8.635626e-002	1.527288e-004
6.823999999999437e-005	8.637762e-002	1.527245e-004
7.023999999999421e-005	8.639468e-002	1.527211e-004
7.223999999999404e-005	8.640829e-002	1.527183e-004
7.523999999999378e-005	8.642375e-002	1.527152e-004
7.823999999999353e-005	8.643477e-002	1.527130e-004
8.223999999999320e-005	8.644472e-002	1.527111e-004
8.723999999999278e-005	8.645225e-002	1.527095e-004
9.323999999999227e-005	8.645714e-002	1.527086e-004
1.010000000000000e-004	8.646010e-002	1.527080e-004
1.011000000000000e-004	8.620442e-002	1.187591e-004
1.012999999999999e-004	8.522236e-002	5.095553e-005
1.015999999999999e-004	8.241032e-002	-5.048206e-005
1.020000000000001e-004	7.702097e-002	-1.854042e-004
1.026000000000000e-004	6.645165e-002	-1.832903e-004
1.032400000000001e-004	5.601997e-002	-1.812040e-004
1.042400000000000e-004	4.099969e-002	-1.781999e-004
1.052399999999999e-004	2.742818e-002	-1.754856e-004
1.062399999999999e-004	1.530170e-002	-1.730603e-004
1.072399999999998e-004	4.466387e-003	-1.708933e-004
1.082399999999997e-004	-5.215236e-003	-1.689570e-004
1.092399999999996e-004	-1.386601e-002	-1.672268e-004
1.102399999999995e-004	-2.159569e-002	-1.656809e-004
1.112399999999994e-004	-2.850235e-002	-1.642995e-004
1.122399999999994e-004	-3.467363e-002	-1.630653e-004
1.132399999999993e-004	-4.018782e-002	-1.619624e-004
1.142399999999992e-004	-4.511488e-002	-1.609770e-004
1.152399999999991e-004	-4.951734e-002	-1.600965e-004
1.162399999999990e-004	-5.345105e-002	-1.593098e-004
1.172399999999989e-004	-5.696591e-002	-1.586068e-004
1.182399999999988e-004	-6.010653e-002	-1.579787e-004
1.192399999999988e-004	-6.291275e-002	-1.574175e-004
1.202399999999987e-004	-6.542018e-002	-1.569160e-004
1.212399999999986e-004	-6.766063e-002	-1.564679e-004
1.222399999999985e-004	-6.966253e-002	-1.560675e-004
1.232399999999984e-004	-7.145128e-002	-1.557097e-004
1.242399999999983e-004	-7.304956e-002	-1.553901e-004
1.252399999999983e-004	-7.447767e-002	-1.551045e-004
1.262399999999982e-004	-7.575373e-002	-1.548493e-004
1.272399999999981e-004	-7.689391e-002	-1.546212e-004
1.282399999999980e-004	-7.791270e-002	-1.544175e-004
1.292399999999979e-004	-7.882301e-002	-1.542354e-004
1.302399999999978e-004	-7.963639e-002	-1.540727e-004
1.312399999999978e-004	-8.036317e-002	-1.539274e-004
1.322399999999977e-004	-8.101256e-002	-1.537975e-004
1.332399999999976e-004	-8.159281e-002	-1.536814e-004
1.342399999999975e-004	-8.211128e-002	-1.535777e-004
1.352399999999974e-004	-8.257455e-002	-1.534851e-004
1.362399999999973e-004	-8.298849e-002	-1.534023e-004
1.372399999999972e-004	-8.335835e-002	-1.533283e-004
1.382399999999972e-004	-8.368883e-002	-1.532622e-004
1.392399999999971e-004	-8.398413e-002	-1.532032e-004
1.402399999999970e-004	-8.424798e-002	-1.531504e-004
1.412399999999969e-004	-8.448374e-002	-1.531032e-004
1.422399999999968e-004	-8.469440e-002	-1.530611e-004
1.432399999999967e-004	-8.488263e-002	-1.530235e-004
1.442399999999967e-004	-8.505081e-002	-1.529898e-004
1.452399999999966e-004	-8.520109e-002	-1.529598e-004
1.462399999999965e-004	-8.533537e-002	-1.529329e-004
1.472399999999964e-004	-8.545535e-002	-1.529089e-004
1.482399999999963e-004	-8.556256e-002	-1.528875e-004
1.492399999999962e-004	-8.565835e-002	-1.528683e-004
1.502399999999962e-004	-8.574393e-002	-1.528512e-004
1.512399999999961e-004	-8.582041e-002	-1.528359e-004
1.522399999999960e-004	-8.588875e-002	-1.528222e-004
1.532399999999959e-004	-8.594981e-002	-1.528100e-004
1.542399999999958e-004	-8.600437e-002	-1.527991e-004
1.552399999999957e-004	-8.605312e-002	-1.527894e-004
1.562399999999956e-004	-8.609667e-002	-1.527807e-004
1.572399999999956e-004	-8.613560e-002	-1.527729e-004
1.582399999999955e-004	-8.617038e-002	-1.527659e-004
1.592399999999954e-004	-8.620144e-002	-1.527597e-004
1.602399999999953e-004	-8.622921e-002	-1.527542e-004
1.612399999999952e-004	-8.625402e-002	-1.527492e-004
1.622399999999951e-004	-8.627619e-002	-1.527448e-004
1.632399999999951e-004	-8.629599e-002	-1.527408e-004
1.642399999999950e-004	-8.631369e-002	-1.527373e-004
1.652399999999949e-004	-8.632950e-002	-1.527341e-004
1.672399999999947e-004	-8.635626e-002	-1.527288e-004
1.692399999999946e-004	-8.637762e-002	-1.527245e-004
1.712399999999944e-004	-8.639468e-002	-1.527211e-004
1.732399999999942e-004	-8.640829e-002	-1.527183e-004
1.762399999999940e-004	-8.642375e-002	-1.527152e-004
1.792399999999937e-004	-8.643477e-002	-1.527130e-004
1.832399999999934e-004	-8.644472e-002	-1.527111e-004
1.882399999999930e-004	-8.645225e-002	-1.527095e-004
1.942399999999925e-004	-8.645714e-002	-1.527086e-004
2.000000000000001e-004	-8.645957e-002	-1.527081e-004
2.001000000000002e-004	-8.620390e-002	-1.187592e-004
2.003000000000000e-004	-8.522184e-002	-5.095563e-005
2.006000000000000e-004	-8.240982e-002	5.048197e-005
2.010000000000000e-004	-7.702049e-002	1.854041e-004
2.015999999999999e-004	-6.645120e-002	1.832902e-004
2.022400000000000e-004	-5.601956e-002	1.812039e-004
2.032399999999999e-004	-4.099932e-002	1.781999e-004
2.042399999999999e-004	-2.742785e-002	1.754856e-004
2.052399999999998e-004	-1.530140e-002	1.730603e-004
2.062399999999997e-004	-4.466123e-003	1.708932e-004
2.072399999999996e-004	5.215472e-003	1.689569e-004
2.082399999999995e-004	1.386622e-002	1.672268e-004
2.092399999999994e-004	2.159588e-002	1.656808e-004
2.102399999999993e-004	2.850252e-002	1.642995e-004
2.112399999999993e-004	3.467378e-002	1.630652e-004
2.122399999999992e-004	4.018795e-002	1.619624e-004
2.132399999999991e-004	4.511501e-002	1.609770e-004
2.142399999999990e-004	4.951745e-002	1.600965e-004
2.152399999999989e-004	5.345114e-002	1.593098e-004
2.162399999999988e-004	5.696600e-002	1.586068e-004
2.172399999999988e-004	6.010661e-002	1.579787e-004
2.182399999999987e-004	6.291282e-002	1.574174e-004
2.192399999999986e-004	6.542024e-002	1.569160e-004
2.202399999999985e-004	6.766068e-002	1.564679e-004
2.212399999999984e-004	6.966257e-002	1.560675e-004
2.222399999999983e-004	7.145132e-002	1.557097e-004
2.232399999999983e-004	7.304960e-002	1.553901e-004
2.242399999999982e-004	7.447771e-002	1.551045e-004
2.252399999999981e-004	7.575376e-002	1.548492e-004
2.262399999999980e-004	7.689394e-002	1.546212e-004
2.272399999999979e-004	7.791273e-002	1.544175e-004
2.282399999999978e-004	7.882303e-002	1.542354e-004
2.292399999999977e-004	7.963641e-002	1.540727e-004
2.302399999999977e-004	8.036318e-002	1.539274e-004
2.312399999999976e-004	8.101258e-002	1.537975e-004
2.322399999999975e-004	8.159283e-002	1.536814e-004
2.332399999999974e-004	8.211130e-002	1.535777e-004
2.342399999999973e-004	8.257456e-002	1.534851e-004
2.352399999999972e-004	8.298850e-002	1.534023e-004
2.362399999999972e-004	8.335836e-002	1.533283e-004
2.372399999999971e-004	8.368885e-002	1.532622e-004
2.382399999999970e-004	8.398414e-002	1.532032e-004
2.392399999999969e-004	8.424799e-002	1.531504e-004
2.402399999999968e-004	8.448375e-002	1.531032e-004
2.412399999999967e-004	8.469441e-002	1.530611e-004
2.422399999999967e-004	8.488263e-002	1.530235e-004
2.432399999999966e-004	8.505082e-002	1.529898e-004
2.442399999999965e-004	8.520110e-002	1.529598e-004
2.452399999999964e-004	8.533537e-002	1.529329e-004
2.462399999999963e-004	8.545536e-002	1.529089e-004
2.472399999999962e-004	8.556256e-002	1.528875e-004
2.482399999999962e-004	8.565835e-002	1.528683e-004
2.492399999999961e-004	8.574394e-002	1.528512e-004
2.502399999999960e-004	8.582042e-002	1.528359e-004
2.512399999999959e-004	8.588876e-002	1.528222e-004
2.522399999999958e-004	8.594981e-002	1.528100e-004
2.532399999999957e-004	8.600437e-002	1.527991e-004
2.542399999999956e-004	8.605312e-002	1.527894e-004
2.552399999999956e-004	8.609667e-002	1.527807e-004
2.562399999999955e-004	8.613560e-002	1.527729e-004
2.572399999999954e-004	8.617038e-002	1.527659e-004
2.582399999999953e-004	8.620144e-002	1.527597e-004
2.592399999999952e-004	8.622921e-002	1.527542e-004
2.602399999999951e-004	8.625402e-002	1.527492e-004
2.612399999999951e-004	8.627619e-002	1.527448e-004
2.622399999999950e-004	8.629599e-002	1.527408e-004
2.632399999999949e-004	8.631369e-002	1.527373e-004
2.642399999999948e-004	8.632950e-002	1.527341e-004
2.662399999999946e-004	8.635626e-002	1.527288e-004
2.682399999999945e-004	8.637762e-002	1.527245e-004
2.702399999999943e-004	8.639468e-002	1.527211e-004
2.722399999999941e-004	8.640829e-002	1.527183e-004
2.752399999999939e-004	8.642375e-002	1.527152e-004
2.772399999999937e-004	8.643150e-002	1.527137e-004
2.802399999999935e-004	8.644030e-002	1.527119e-004
2.842399999999931e-004	8.644824e-002	1.527104e-004
2.892399999999927e-004	8.645426e-002	1.527091e-004
2.962399999999921e-004	8.645859e-002	1.527083e-004
3.010000000000001e-004	8.646010e-002	1.527080e-004
3.011000000000001e-004	8.620442e-002	1.187591e-004
3.013000000000000e-004	8.522236e-002	5.095553e-005
3.016000000000000e-004	8.241032e-002	-5.048206e-005
3.020000000000002e-004	7.702097e-002	-1.854042e-004
3.026000000000001e-004	6.645165e-002	-1.832903e-004
3.032400000000002e-004	5.601997e-002	-1.812040e-004
3.042400000000001e-004	4.099969e-002	-1.781999e-004
3.052400000000000e-004	2.742818e-002	-1.754856e-004
3.062399999999999e-004	1.530170e-002	-1.730603e-004
3.072399999999999e-004	4.466387e-003	-1.708933e-004
3.082399999999998e-004	-5.215236e-003	-1.689570e-004
3.092399999999997e-004	-1.386601e-002	-1.672268e-004
3.102399999999996e-004	-2.159569e-002	-1.656809e-004
3.112399999999995e-004	-2.850235e-002	-1.642995e-004
3.122399999999994e-004	-3.467363e-002	-1.630653e-004
3.132399999999994e-004	-4.018782e-002	-1.619624e-004
3.142399999999993e-004	-4.511488e-002	-1.609770e-004
3.152399999999992e-004	-4.951734e-002	-1.600965e-004
3.162399999999991e-004	-5.345105e-002	-1.593098e-004
3.172399999999990e-004	-5.696591e-002	-1.586068e-004
3.182399999999989e-004	-6.010653e-002	-1.579787e-004
3.192399999999989e-004	-6.291275e-002	-1.574175e-004
3.202399999999988e-004	-6.542018e-002	-1.569160e-004
3.212399999999987e-004	-6.766063e-002	-1.564679e-004
3.222399999999986e-004	-6.966253e-002	-1.560675e-004
3.232399999999985e-004	-7.145128e-002	-1.557097e-004
3.242399999999984e-004	-7.304957e-002	-1.553901e-004
3.252399999999983e-004	-7.447767e-002	-1.551045e-004
3.262399999999983e-004	-7.575373e-002	-1.548493e-004
3.272399999999982e-004	-7.689391e-002	-1.546212e-004
3.282399999999981e-004	-7.791270e-002	-1.544175e-004
3.292399999999980e-004	-7.882301e-002	-1.542354e-004
3.302399999999979e-004	-7.963639e-002	-1.540727e-004
3.312399999999978e-004	-8.036317e-002	-1.539274e-004
3.322399999999978e-004	-8.101256e-002	-1.537975e-004
3.332399999999977e-004	-8.159281e-002	-1.536814e-004
3.342399999999976e-004	-8.211128e-002	-1.535777e-004
3.352399999999975e-004	-8.257455e-002	-1.534851e-004
3.362399999999974e-004	-8.298849e-002	-1.534023e-004
3.372399999999973e-004	-8.335835e-002	-1.533283e-004
3.382399999999973e-004	-8.368883e-002	-1.532622e-004
3.392399999999972e-004	-8.398413e-002	-1.532032e-004
3.402399999999971e-004	-8.424798e-002	-1.531504e-004
3.412399999999970e-004	-8.448374e-002	-1.531032e-004
3.422399999999969e-004	-8.469440e-002	-1.530611e-004
3.432399999999968e-004	-8.488263e-002	-1.530235e-004
3.442399999999967e-004	-8.505081e-002	-1.529898e-004
3.452399999999967e-004	-8.520109e-002	-1.529598e-004
3.462399999999966e-004	-8.533537e-002	-1.529329e-004
3.472399999999965e-004	-8.545535e-002	-1.529089e-004
3.482399999999964e-004	-8.556256e-002	-1.528875e-004
3.492399999999963e-004	-8.565835e-002	-1.528683e-004
3.502399999999962e-004	-8.574393e-002	-1.528512e-004
3.512399999999962e-004	-8.582041e-002	-1.528359e-004
3.522399999999961e-004	-8.588875e-002	-1.528222e-004
3.532399999999960e-004	-8.594981e-002	-1.528100e-004
3.542399999999959e-004	-8.600437e-002	-1.527991e-004
3.552399999999958e-004	-8.605312e-002	-1.527894e-004
3.562399999999957e-004	-8.609667e-002	-1.527807e-004
3.572399999999957e-004	-8.613560e-002	-1.527729e-004
3.582399999999956e-004	-8.617038e-002	-1.527659e-004
3.592399999999955e-004	-8.620144e-002	-1.527597e-004
3.602399999999954e-004	-8.622921e-002	-1.527542e-004
3.612399999999953e-004	-8.625402e-002	-1.527492e-004
3.622399999999952e-004	-8.627619e-002	-1.527448e-004
3.632399999999952e-004	-8.629599e-002	-1.527408e-004
3.642399999999951e-004	-8.631369e-002	-1.527373e-004
3.652399999999950e-004	-8.632950e-002	-1.527341e-004
3.672399999999948e-004	-8.635626e-002	-1.527288e-004
3.692399999999946e-004	-8.637762e-002	-1.527245e-004
3.712399999999945e-004	-8.639468e-002	-1.527211e-004
3.732399999999943e-004	-8.640829e-002	-1.527183e-004
3.762399999999941e-004	-8.642375e-002	-1.527152e-004
3.792399999999938e-004	-8.643477e-002	-1.527130e-004
3.832399999999935e-004	-8.644472e-002	-1.527111e-004
3.882399999999930e-004	-8.645225e-002	-1.527095e-004
3.942399999999925e-004	-8.645714e-002	-1.527086e-004
4.000000000000002e-004	-8.645957e-002	-1.527081e-004
4.001000000000002e-004	-8.620390e-002	-1.187592e-004
4.003000000000001e-004	-8.522184e-002	-5.095563e-005
4.006000000000001e-004	-8.240982e-002	5.048197e-005
4.009999999999999e-004	-7.702049e-002	1.854041e-004
4.015999999999996e-004	-6.645120e-002	1.832902e-004
4.022399999999992e-004	-5.601956e-002	1.812039e-004
4.032399999999992e-004	-4.099932e-002	1.781999e-004
4.042399999999991e-004	-2.742785e-002	1.754856e-004
4.052399999999990e-004	-1.530140e-002	1.730603e-004
4.062399999999989e-004	-4.466123e-003	1.708932e-004
4.072399999999988e-004	5.215472e-003	1.689569e-004
4.082399999999987e-004	1.386622e-002	1.672268e-004
4.092399999999987e-004	2.159588e-002	1.656808e-004
4.102399999999986e-004	2.850252e-002	1.642995e-004
4.112399999999985e-004	3.467378e-002	1.630653e-004
4.122399999999984e-004	4.018795e-002	1.619624e-004
4.132399999999983e-004	4.511501e-002	1.609770e-004
4.142399999999982e-004	4.951745e-002	1.600965e-004
4.152399999999982e-004	5.345114e-002	1.593098e-004
4.162399999999981e-004	5.696600e-002	1.586068e-004
4.172399999999980e-004	6.010661e-002	1.579787e-004
4.182399999999979e-004	6.291282e-002	1.574174e-004
4.192399999999978e-004	6.542024e-002	1.569160e-004
4.202399999999977e-004	6.766068e-002	1.564679e-004
4.212399999999976e-004	6.966257e-002	1.560675e-004
4.222399999999976e-004	7.145132e-002	1.557097e-004
4.232399999999975e-004	7.304960e-002	1.553901e-004
4.242399999999974e-004	7.447771e-002	1.551045e-004
4.252399999999973e-004	7.575376e-002	1.548492e-004
4.262399999999972e-004	7.689394e-002	1.546212e-004
4.272399999999971e-004	7.791273e-002	1.544175e-004
4.282399999999971e-004	7.882303e-002	1.542354e-004
4.292399999999970e-004	7.963641e-002	1.540727e-004
4.302399999999969e-004	8.036318e-002	1.539274e-004
4.312399999999968e-004	8.101258e-002	1.537975e-004
4.322399999999967e-004	8.159283e-002	1.536814e-004
4.332399999999966e-004	8.211130e-002	1.535777e-004
4.342399999999966e-004	8.257456e-002	1.534851e-004
4.352399999999965e-004	8.298850e-002	1.534023e-004
4.362399999999964e-004	8.335836e-002	1.533283e-004
4.372399999999963e-004	8.368885e-002	1.532622e-004
4.382399999999962e-004	8.398414e-002	1.532032e-004
4.392399999999961e-004	8.424799e-002	1.531504e-004
4.402399999999960e-004	8.448375e-002	1.531032e-004
4.412399999999960e-004	8.469441e-002	1.530611e-004
4.422399999999959e-004	8.488263e-002	1.530235e-004
4.432399999999958e-004	8.505082e-002	1.529898e-004
4.442399999999957e-004	8.520110e-002	1.529598e-004
4.452399999999956e-004	8.533537e-002	1.529329e-004
4.462399999999955e-004	8.545536e-002	1.529089e-004
4.472399999999955e-004	8.556256e-002	1.528875e-004
4.482399999999954e-004	8.565835e-002	1.528683e-004
4.492399999999953e-004	8.574394e-002	1.528512e-004
4.502399999999952e-004	8.582042e-002	1.528359e-004
4.512399999999951e-004	8.588876e-002	1.528222e-004
4.522399999999950e-004	8.594981e-002	1.528100e-004
4.532399999999950e-004	8.600437e-002	1.527991e-004
4.542399999999949e-004	8.605312e-002	1.527894e-004
4.552399999999948e-004	8.609667e-002	1.527807e-004
4.562399999999947e-004	8.613560e-002	1.527729e-004
4.572399999999946e-004	8.617038e-002	1.527659e-004
4.582399999999945e-004	8.620144e-002	1.527597e-004
4.592399999999944e-004	8.622921e-002	1.527542e-004
4.602399999999944e-004	8.625402e-002	1.527492e-004
4.612399999999943e-004	8.627619e-002	1.527448e-004
4.622399999999942e-004	8.629599e-002	1.527408e-004
4.632399999999941e-004	8.631369e-002	1.527373e-004
4.642399999999940e-004	8.632950e-002	1.527341e-004
4.662399999999939e-004	8.635626e-002	1.527288e-004
4.682399999999937e-004	8.637762e-002	1.527245e-004
4.702399999999935e-004	8.639468e-002	1.527211e-004
4.722399999999934e-004	8.640829e-002	1.527183e-004
4.752399999999931e-004	8.642375e-002	1.527152e-004
4.782399999999929e-004	8.643477e-002	1.527130e-004
4.822399999999925e-004	8.644472e-002	1.527111e-004
4.872399999999921e-004	8.645225e-002	1.527095e-004
4.932399999999916e-004	8.645714e-002	1.527086e-004
5.009999999999999e-004	8.646010e-002	1.527080e-004
5.011000000000000e-004	8.620442e-002	1.187591e-004
5.012999999999999e-004	8.522236e-002	5.095553e-005
5.015999999999998e-004	8.241032e-002	-5.048206e-005
5.020000000000001e-004	7.702097e-002	-1.854042e-004
5.026000000000000e-004	6.645165e-002	-1.832903e-004
5.032400000000001e-004	5.601997e-002	-1.812040e-004
5.042400000000000e-004	4.099969e-002	-1.781999e-004
5.052399999999999e-004	2.742818e-002	-1.754856e-004
5.062399999999998e-004	1.530170e-002	-1.730603e-004
5.072399999999997e-004	4.466387e-003	-1.708933e-004
5.082399999999997e-004	-5.215236e-003	-1.689570e-004
5.092399999999996e-004	-1.386601e-002	-1.672268e-004
5.102399999999995e-004	-2.159569e-002	-1.656809e-004
5.112399999999994e-004	-2.850235e-002	-1.642995e-004
5.122399999999993e-004	-3.467363e-002	-1.630653e-004
5.132399999999992e-004	-4.018782e-002	-1.619624e-004
5.142399999999991e-004	-4.511488e-002	-1.609770e-004
5.152399999999991e-004	-4.951734e-002	-1.600965e-004
5.162399999999990e-004	-5.345105e-002	-1.593098e-004
5.172399999999989e-004	-5.696591e-002	-1.586068e-004
5.182399999999988e-004	-6.010653e-002	-1.579787e-004
5.192399999999987e-004	-6.291275e-002	-1.574175e-004
5.202399999999986e-004	-6.542018e-002	-1.569160e-004
5.212399999999986e-004	-6.766063e-002	-1.564679e-004
5.222399999999985e-004	-6.966253e-002	-1.560675e-004
5.232399999999984e-004	-7.145128e-002	-1.557097e-004
5.242399999999983e-004	-7.304956e-002	-1.553901e-004
5.252399999999982e-004	-7.447767e-002	-1.551045e-004
5.262399999999981e-004	-7.575373e-002	-1.548493e-004
5.272399999999981e-004	-7.689391e-002	-1.546212e-004
5.282399999999980e-004	-7.791270e-002	-1.544175e-004
5.292399999999979e-004	-7.882301e-002	-1.542354e-004
5.302399999999978e-004	-7.963639e-002	-1.540727e-004
5.312399999999977e-004	-8.036317e-002	-1.539274e-004
5.322399999999976e-004	-8.101256e-002	-1.537975e-004
5.332399999999975e-004	-8.159281e-002	-1.536814e-004
5.342399999999975e-004	-8.211128e-002	-1.535777e-004
5.352399999999974e-004	-8.257455e-002	-1.534851e-004
5.362399999999973e-004	-8.298849e-002	-1.534023e-004
5.372399999999972e-004	-8.335835e-002	-1.533283e-004
5.382399999999971e-004	-8.368883e-002	-1.532622e-004
5.392399999999970e-004	-8.398413e-002	-1.532032e-004
5.402399999999970e-004	-8.424798e-002	-1.531504e-004
5.412399999999969e-004	-8.448374e-002	-1.531032e-004
5.422399999999968e-004	-8.469440e-002	-1.530611e-004
5.432399999999967e-004	-8.488263e-002	-1.530235e-004
5.442399999999966e-004	-8.505081e-002	-1.529898e-004
5.452399999999965e-004	-8.520109e-002	-1.529598e-004
5.462399999999965e-004	-8.533537e-002	-1.529329e-004
5.472399999999964e-004	-8.545535e-002	-1.529089e-004
5.482399999999963e-004	-8.556256e-002	-1.528875e-004
5.492399999999962e-004	-8.565835e-002	-1.528683e-004
5.502399999999961e-004	-8.574393e-002	-1.528512e-004
5.512399999999960e-004	-8.582041e-002	-1.528359e-004
5.522399999999960e-004	-8.588875e-002	-1.528222e-004
5.532399999999959e-004	-8.594981e-002	-1.528100e-004
5.542399999999958e-004	-8.600437e-002	-1.527991e-004
5.552399999999957e-004	-8.605312e-002	-1.527894e-004
5.562399999999956e-004	-8.609667e-002	-1.527807e-004
5.572399999999955e-004	-8.613560e-002	-1.527729e-004
5.582399999999954e-004	-8.617038e-002	-1.527659e-004
5.592399999999954e-004	-8.620144e-002	-1.527597e-004
5.602399999999953e-004	-8.622921e-002	-1.527542e-004
5.612399999999952e-004	-8.625402e-002	-1.527492e-004
5.622399999999951e-004	-8.627619e-002	-1.527448e-004
5.632399999999950e-004	-8.629599e-002	-1.527408e-004
5.642399999999949e-004	-8.631369e-002	-1.527373e-004
5.652399999999949e-004	-8.632950e-002	-1.527341e-004
5.672399999999947e-004	-8.635626e-002	-1.527288e-004
5.692399999999945e-004	-8.637762e-002	-1.527245e-004
5.712399999999944e-004	-8.639468e-002	-1.527211e-004
5.732399999999942e-004	-8.640829e-002	-1.527183e-004
5.762399999999939e-004	-8.642375e-002	-1.527152e-004
5.792399999999937e-004	-8.643477e-002	-1.527130e-004
5.832399999999933e-004	-8.644472e-002	-1.527111e-004
5.882399999999929e-004	-8.645225e-002	-1.527095e-004
5.942399999999924e-004	-8.645714e-002	-1.527086e-004
6.000000000000001e-004	-8.645957e-002	-1.527081e-004
6.001000000000001e-004	-8.620390e-002	-1.187592e-004
6.003000000000000e-004	-8.522184e-002	-5.095563e-005
6.006000000000000e-004	-8.240982e-002	5.048197e-005
6.010000000000000e-004	-7.702049e-002	1.854041e-004
6.015999999999999e-004	-6.645120e-002	1.832902e-004
6.022400000000000e-004	-5.601956e-002	1.812039e-004
6.032399999999999e-004	-4.099932e-002	1.781999e-004
6.042399999999998e-004	-2.742785e-002	1.754856e-004
6.052399999999997e-004	-1.530140e-002	1.730603e-004
6.062399999999996e-004	-4.466123e-003	1.708932e-004
6.072399999999996e-004	5.215472e-003	1.689569e-004
6.082399999999995e-004	1.386622e-002	1.672268e-004
6.092399999999994e-004	2.159588e-002	1.656808e-004
6.102399999999993e-004	2.850252e-002	1.642995e-004
6.112399999999992e-004	3.467378e-002	1.630652e-004
6.122399999999991e-004	4.018795e-002	1.619624e-004
6.132399999999991e-004	4.511501e-002	1.609770e-004
6.142399999999990e-004	4.951745e-002	1.600965e-004
6.152399999999989e-004	5.345114e-002	1.593098e-004
6.162399999999988e-004	5.696600e-002	1.586068e-004
6.172399999999987e-004	6.010661e-002	1.579787e-004
6.182399999999986e-004	6.291282e-002	1.574174e-004
6.192399999999986e-004	6.542024e-002	1.569160e-004
6.202399999999985e-004	6.766068e-002	1.564679e-004
6.212399999999984e-004	6.966257e-002	1.560675e-004
6.222399999999983e-004	7.145132e-002	1.557097e-004
6.232399999999982e-004	7.304960e-002	1.553901e-004
6.242399999999981e-004	7.447771e-002	1.551045e-004
