time	V(out)
3.722399999999944e-004	-9.176233e-002
3.772399999999940e-004	-9.179622e-002
3.842399999999934e-004	-9.182113e-002
3.952399999999925e-004	-9.183628e-002
4.000000000000002e-004	-9.183893e-002
4.001000000000002e-004	-9.157500e-002
4.003000000000001e-004	-9.056094e-002
4.006000000000001e-004	-8.765612e-002
4.009999999999999e-004	-8.208754e-002
4.015999999999996e-004	-7.115027e-002
4.022399999999992e-004	-6.033192e-002
4.032399999999992e-004	-4.471916e-002
4.042399999999991e-004	-3.057180e-002
4.052399999999990e-004	-1.789006e-002
4.062399999999989e-004	-6.522103e-003
4.072399999999988e-004	3.668169e-003
4.082399999999987e-004	1.280276e-002
4.092399999999987e-004	2.099104e-002
4.102399999999986e-004	2.833105e-002
4.112399999999985e-004	3.491065e-002
4.122399999999984e-004	4.080863e-002
4.132399999999983e-004	4.609559e-002
4.142399999999982e-004	5.083485e-002
4.152399999999982e-004	5.508313e-002
4.162399999999981e-004	5.889131e-002
4.172399999999980e-004	6.230497e-002
4.182399999999979e-004	6.536499e-002
4.192399999999978e-004	6.810800e-002
4.202399999999977e-004	7.056685e-002
4.212399999999976e-004	7.277096e-002
4.222399999999976e-004	7.474674e-002
4.232399999999975e-004	7.651784e-002
4.242399999999974e-004	7.810545e-002
4.252399999999973e-004	7.952859e-002
4.262399999999972e-004	8.080430e-002
4.272399999999971e-004	8.194785e-002
4.282399999999971e-004	8.297293e-002
4.292399999999970e-004	8.389182e-002
4.302399999999969e-004	8.471551e-002
4.312399999999968e-004	8.545387e-002
4.322399999999967e-004	8.611574e-002
4.332399999999966e-004	8.670904e-002
4.342399999999966e-004	8.724088e-002
4.352399999999965e-004	8.771762e-002
4.362399999999964e-004	8.814497e-002
4.372399999999963e-004	8.852805e-002
4.382399999999962e-004	8.887145e-002
4.392399999999961e-004	8.917927e-002
4.402399999999960e-004	8.945520e-002
4.412399999999960e-004	8.970255e-002
4.422399999999959e-004	8.992427e-002
4.432399999999958e-004	9.012302e-002
4.442399999999957e-004	9.030119e-002
4.452399999999956e-004	9.046088e-002
4.462399999999955e-004	9.060404e-002
4.472399999999955e-004	9.073237e-002
4.482399999999954e-004	9.084741e-002
4.492399999999953e-004	9.095053e-002
4.502399999999952e-004	9.104297e-002
4.512399999999951e-004	9.112582e-002
4.532399999999950e-004	9.126668e-002
4.552399999999948e-004	9.137986e-002
4.572399999999946e-004	9.147081e-002
4.592399999999944e-004	9.154388e-002
4.612399999999943e-004	9.160261e-002
4.642399999999940e-004	9.166978e-002
4.672399999999938e-004	9.171817e-002
4.712399999999934e-004	9.176233e-002
4.762399999999930e-004	9.179622e-002
4.832399999999924e-004	9.182113e-002
4.942399999999915e-004	9.183628e-002
5.009999999999999e-004	9.183969e-002
5.011000000000000e-004	9.157574e-002
5.012999999999999e-004	9.056167e-002
5.015999999999998e-004	8.765683e-002
5.020000000000001e-004	8.208822e-002
5.026000000000000e-004	7.115090e-002
5.032400000000001e-004	6.033251e-002
5.042400000000000e-004	4.471969e-002
5.052399999999999e-004	3.057227e-002
5.062399999999998e-004	1.789049e-002
5.072399999999997e-004	6.522486e-003
5.082399999999997e-004	-3.667825e-003
5.092399999999996e-004	-1.280246e-002
5.102399999999995e-004	-2.099077e-002
5.112399999999994e-004	-2.833080e-002
5.122399999999993e-004	-3.491043e-002
5.132399999999992e-004	-4.080843e-002
5.142399999999991e-004	-4.609542e-002
5.152399999999991e-004	-5.083469e-002
5.162399999999990e-004	-5.508299e-002
5.172399999999989e-004	-5.889118e-002
5.182399999999988e-004	-6.230486e-002
5.192399999999987e-004	-6.536489e-002
5.202399999999986e-004	-6.810790e-002
5.212399999999986e-004	-7.056676e-002
5.222399999999985e-004	-7.277089e-002
5.232399999999984e-004	-7.474667e-002
5.242399999999983e-004	-7.651778e-002
5.252399999999982e-004	-7.810539e-002
5.262399999999981e-004	-7.952854e-002
5.272399999999981e-004	-8.080426e-002
5.282399999999980e-004	-8.194781e-002
5.292399999999979e-004	-8.297289e-002
5.302399999999978e-004	-8.389179e-002
5.312399999999977e-004	-8.471548e-002
5.322399999999976e-004	-8.545385e-002
5.332399999999975e-004	-8.611572e-002
5.342399999999975e-004	-8.670902e-002
5.352399999999974e-004	-8.724086e-002
5.362399999999973e-004	-8.771761e-002
5.372399999999972e-004	-8.814496e-002
5.382399999999971e-004	-8.852804e-002
5.392399999999970e-004	-8.887144e-002
5.402399999999970e-004	-8.917926e-002
5.412399999999969e-004	-8.945519e-002
5.422399999999968e-004	-8.970254e-002
5.432399999999967e-004	-8.992426e-002
5.442399999999966e-004	-9.012301e-002
5.452399999999965e-004	-9.030117e-002
5.462399999999965e-004	-9.046088e-002
5.472399999999964e-004	-9.060404e-002
5.482399999999963e-004	-9.073237e-002
5.492399999999962e-004	-9.084740e-002
5.502399999999961e-004	-9.095052e-002
5.512399999999960e-004	-9.104296e-002
5.522399999999960e-004	-9.112582e-002
5.542399999999958e-004	-9.126668e-002
5.562399999999956e-004	-9.137986e-002
5.582399999999954e-004	-9.147080e-002
5.602399999999953e-004	-9.154388e-002
5.622399999999951e-004	-9.160261e-002
5.652399999999949e-004	-9.166978e-002
5.682399999999946e-004	-9.171817e-002
5.722399999999943e-004	-9.176233e-002
5.772399999999938e-004	-9.179622e-002
5.842399999999933e-004	-9.182113e-002
5.952399999999923e-004	-9.183628e-002
6.000000000000001e-004	-9.183893e-002
6.001000000000001e-004	-9.157500e-002
6.003000000000000e-004	-9.056094e-002
6.006000000000000e-004	-8.765612e-002
6.010000000000000e-004	-8.208754e-002
6.015999999999999e-004	-7.115027e-002
6.022400000000000e-004	-6.033192e-002
6.032399999999999e-004	-4.471916e-002
6.042399999999998e-004	-3.057180e-002
6.052399999999997e-004	-1.789006e-002
6.062399999999996e-004	-6.522103e-003
6.072399999999996e-004	3.668169e-003
6.082399999999995e-004	1.280276e-002
6.092399999999994e-004	2.099104e-002
6.102399999999993e-004	2.833105e-002
6.112399999999992e-004	3.491065e-002
6.122399999999991e-004	4.080863e-002
6.132399999999991e-004	4.609559e-002
6.142399999999990e-004	5.083485e-002
6.152399999999989e-004	5.508313e-002
6.162399999999988e-004	5.889131e-002
6.172399999999987e-004	6.230497e-002
6.182399999999986e-004	6.536499e-002
6.192399999999986e-004	6.810800e-002
6.202399999999985e-004	7.056685e-002
6.212399999999984e-004	7.277096e-002
6.222399999999983e-004	7.474674e-002
6.232399999999982e-004	7.651784e-002
6.242399999999981e-004	7.810545e-002
6.252399999999981e-004	7.952859e-002
6.262399999999980e-004	8.080430e-002
6.272399999999979e-004	8.194785e-002
6.282399999999978e-004	8.297293e-002
6.292399999999977e-004	8.389182e-002
6.302399999999976e-004	8.471551e-002
6.312399999999975e-004	8.545387e-002
6.322399999999975e-004	8.611574e-002
6.332399999999974e-004	8.670904e-002
6.342399999999973e-004	8.724088e-002
6.352399999999972e-004	8.771762e-002
6.362399999999971e-004	8.814497e-002
6.372399999999970e-004	8.852805e-002
6.382399999999970e-004	8.887145e-002
6.392399999999969e-004	8.917927e-002
6.402399999999968e-004	8.945520e-002
6.412399999999967e-004	8.970255e-002
6.422399999999966e-004	8.992427e-002
6.432399999999965e-004	9.012302e-002
6.442399999999965e-004	9.030119e-002
6.452399999999964e-004	9.046088e-002
6.462399999999963e-004	9.060404e-002
6.472399999999962e-004	9.073237e-002
6.482399999999961e-004	9.084741e-002
6.492399999999960e-004	9.095053e-002
6.502399999999959e-004	9.104297e-002
6.512399999999959e-004	9.112582e-002
6.532399999999957e-004	9.126668e-002
6.552399999999955e-004	9.137986e-002
6.572399999999954e-004	9.147081e-002
6.592399999999952e-004	9.154388e-002
6.612399999999950e-004	9.160261e-002
6.642399999999948e-004	9.166978e-002
6.672399999999945e-004	9.171817e-002
6.712399999999942e-004	9.176233e-002
6.762399999999938e-004	9.179622e-002
6.832399999999932e-004	9.182113e-002
6.942399999999922e-004	9.183628e-002
7.010000000000000e-004	9.183969e-002
7.011000000000001e-004	9.157574e-002
7.013000000000000e-004	9.056167e-002
7.015999999999999e-004	8.765683e-002
7.020000000000002e-004	8.208822e-002
7.026000000000001e-004	7.115090e-002
7.032400000000002e-004	6.033251e-002
7.042400000000001e-004	4.471969e-002
7.052400000000000e-004	3.057227e-002
7.062399999999999e-004	1.789049e-002
7.072399999999998e-004	6.522486e-003
7.082399999999997e-004	-3.667825e-003
7.092399999999997e-004	-1.280246e-002
7.102399999999996e-004	-2.099077e-002
7.112399999999995e-004	-2.833080e-002
7.122399999999994e-004	-3.491043e-002
7.132399999999993e-004	-4.080843e-002
7.142399999999992e-004	-4.609542e-002
7.152399999999992e-004	-5.083469e-002
7.162399999999991e-004	-5.508299e-002
7.172399999999990e-004	-5.889118e-002
7.182399999999989e-004	-6.230486e-002
7.192399999999988e-004	-6.536489e-002
7.202399999999987e-004	-6.810790e-002
7.212399999999986e-004	-7.056676e-002
7.222399999999986e-004	-7.277089e-002
7.232399999999985e-004	-7.474667e-002
7.242399999999984e-004	-7.651778e-002
7.252399999999983e-004	-7.810539e-002
7.262399999999982e-004	-7.952854e-002
7.272399999999981e-004	-8.080426e-002
7.282399999999981e-004	-8.194781e-002
7.292399999999980e-004	-8.297289e-002
7.302399999999979e-004	-8.389178e-002
7.312399999999978e-004	-8.471548e-002
7.322399999999977e-004	-8.545385e-002
7.332399999999976e-004	-8.611572e-002
7.342399999999976e-004	-8.670902e-002
7.352399999999975e-004	-8.724086e-002
7.362399999999974e-004	-8.771761e-002
7.372399999999973e-004	-8.814496e-002
7.382399999999972e-004	-8.852804e-002
7.392399999999971e-004	-8.887144e-002
7.402399999999971e-004	-8.917926e-002
7.412399999999970e-004	-8.945519e-002
7.422399999999969e-004	-8.970254e-002
7.432399999999968e-004	-8.992426e-002
7.442399999999967e-004	-9.012301e-002
7.452399999999966e-004	-9.030117e-002
7.462399999999965e-004	-9.046088e-002
7.472399999999965e-004	-9.060404e-002
7.482399999999964e-004	-9.073237e-002
7.492399999999963e-004	-9.084740e-002
7.502399999999962e-004	-9.095052e-002
7.512399999999961e-004	-9.104296e-002
7.522399999999960e-004	-9.112582e-002
7.542399999999959e-004	-9.126668e-002
7.562399999999957e-004	-9.137986e-002
7.582399999999955e-004	-9.147080e-002
7.602399999999954e-004	-9.154388e-002
7.622399999999952e-004	-9.160261e-002
7.652399999999949e-004	-9.166978e-002
7.682399999999947e-004	-9.171817e-002
7.722399999999944e-004	-9.176233e-002
7.772399999999939e-004	-9.179622e-002
7.842399999999934e-004	-9.182113e-002
7.952399999999924e-004	-9.183628e-002
8.000000000000002e-004	-9.183893e-002
8.001000000000002e-004	-9.157500e-002
8.003000000000001e-004	-9.056094e-002
8.006000000000001e-004	-8.765612e-002
8.010000000000001e-004	-8.208754e-002
8.016000000000000e-004	-7.115027e-002
8.022400000000001e-004	-6.033192e-002
8.032400000000000e-004	-4.471916e-002
8.042399999999999e-004	-3.057180e-002
8.052399999999998e-004	-1.789006e-002
8.062399999999997e-004	-6.522103e-003
8.072399999999997e-004	3.668169e-003
8.082399999999996e-004	1.280276e-002
8.092399999999995e-004	2.099104e-002
8.102399999999994e-004	2.833105e-002
8.112399999999993e-004	3.491065e-002
8.122399999999992e-004	4.080863e-002
8.132399999999992e-004	4.609559e-002
8.142399999999991e-004	5.083485e-002
8.152399999999990e-004	5.508313e-002
8.162399999999989e-004	5.889131e-002
8.172399999999988e-004	6.230497e-002
8.182399999999987e-004	6.536499e-002
8.192399999999986e-004	6.810800e-002
8.202399999999986e-004	7.056685e-002
8.212399999999985e-004	7.277096e-002
8.222399999999984e-004	7.474674e-002
8.232399999999983e-004	7.651784e-002
8.242399999999982e-004	7.810545e-002
8.252399999999981e-004	7.952859e-002
8.262399999999981e-004	8.080430e-002
8.272399999999980e-004	8.194785e-002
8.282399999999979e-004	8.297293e-002
8.292399999999978e-004	8.389182e-002
8.302399999999977e-004	8.471551e-002
8.312399999999976e-004	8.545387e-002
8.322399999999976e-004	8.611574e-002
8.332399999999975e-004	8.670904e-002
8.342399999999974e-004	8.724088e-002
8.352399999999973e-004	8.771762e-002
8.362399999999972e-004	8.814497e-002
8.372399999999971e-004	8.852805e-002
8.382399999999970e-004	8.887145e-002
8.392399999999970e-004	8.917927e-002
8.402399999999969e-004	8.945520e-002
8.412399999999968e-004	8.970255e-002
8.422399999999967e-004	8.992427e-002
8.432399999999966e-004	9.012302e-002
8.442399999999965e-004	9.030119e-002
8.452399999999965e-004	9.046088e-002
8.462399999999964e-004	9.060404e-002
8.472399999999963e-004	9.073237e-002
8.482399999999962e-004	9.084741e-002
8.492399999999961e-004	9.095053e-002
8.502399999999960e-004	9.104297e-002
8.512399999999960e-004	9.112582e-002
8.532399999999958e-004	9.126668e-002
8.552399999999956e-004	9.137986e-002
8.572399999999954e-004	9.147081e-002
8.592399999999953e-004	9.154388e-002
8.612399999999951e-004	9.160261e-002
8.642399999999949e-004	9.166978e-002
8.672399999999946e-004	9.171817e-002
8.712399999999943e-004	9.176233e-002
8.762399999999939e-004	9.179622e-002
8.832399999999933e-004	9.182113e-002
8.942399999999923e-004	9.183628e-002
9.010000000000001e-004	9.183969e-002
9.011000000000002e-004	9.157574e-002
9.013000000000001e-004	9.056167e-002
9.016000000000000e-004	8.765683e-002
9.020000000000002e-004	8.208822e-002
9.026000000000002e-004	7.115090e-002
9.032400000000003e-004	6.033251e-002
9.042400000000002e-004	4.471969e-002
9.052400000000001e-004	3.057227e-002
9.062400000000000e-004	1.789049e-002
9.072399999999999e-004	6.522486e-003
9.082399999999998e-004	-3.667825e-003
9.092399999999997e-004	-1.280246e-002
9.102399999999997e-004	-2.099077e-002
9.112399999999996e-004	-2.833080e-002
9.122399999999995e-004	-3.491043e-002
9.132399999999994e-004	-4.080843e-002
9.142399999999993e-004	-4.609542e-002
9.152399999999992e-004	-5.083469e-002
9.162399999999992e-004	-5.508299e-002
9.172399999999991e-004	-5.889118e-002
9.182399999999990e-004	-6.230486e-002
9.192399999999989e-004	-6.536489e-002
9.202399999999988e-004	-6.810790e-002
9.212399999999987e-004	-7.056676e-002
9.222399999999987e-004	-7.277089e-002
9.232399999999986e-004	-7.474667e-002
9.242399999999985e-004	-7.651778e-002
9.252399999999984e-004	-7.810539e-002
9.262399999999983e-004	-7.952854e-002
9.272399999999982e-004	-8.080426e-002
9.282399999999982e-004	-8.194781e-002
9.292399999999981e-004	-8.297289e-002
9.302399999999980e-004	-8.389178e-002
9.312399999999979e-004	-8.471548e-002
9.322399999999978e-004	-8.545385e-002
9.332399999999977e-004	-8.611572e-002
9.342399999999976e-004	-8.670902e-002
9.352399999999976e-004	-8.724086e-002
9.362399999999975e-004	-8.771761e-002
9.372399999999974e-004	-8.814496e-002
9.382399999999973e-004	-8.852804e-002
9.392399999999972e-004	-8.887144e-002
9.402399999999971e-004	-8.917926e-002
9.412399999999971e-004	-8.945519e-002
9.422399999999970e-004	-8.970254e-002
9.432399999999969e-004	-8.992426e-002
9.442399999999968e-004	-9.012301e-002
9.452399999999967e-004	-9.030117e-002
9.462399999999966e-004	-9.046088e-002
9.472399999999966e-004	-9.060404e-002
9.482399999999965e-004	-9.073237e-002
9.492399999999964e-004	-9.084740e-002
9.502399999999963e-004	-9.095052e-002
9.512399999999962e-004	-9.104296e-002
9.522399999999961e-004	-9.112582e-002
9.542399999999964e-004	-9.126668e-002
9.562399999999967e-004	-9.137986e-002
9.582399999999969e-004	-9.147080e-002
9.602399999999972e-004	-9.154388e-002
9.622399999999975e-004	-9.160261e-002
9.652399999999979e-004	-9.166978e-002
9.682399999999983e-004	-9.171817e-002
9.722399999999988e-004	-9.176233e-002
9.772399999999995e-004	-9.179622e-002
9.842400000000004e-004	-9.182113e-002
9.952400000000018e-004	-9.183628e-002
9.989999999999999e-004	-9.183848e-002
1.000000000000000e-003	-9.183893e-002
