time	V(out)
Step Information: Index=2  (Run: 2/5)
8.022400000000001e-004	-5.899629e-002
8.032400000000000e-004	-1.875604e-002
8.042399999999999e-004	1.443848e-002
8.052399999999998e-004	4.119101e-002
8.062399999999997e-004	6.275175e-002
8.072399999999997e-004	8.012824e-002
8.082399999999996e-004	9.413251e-002
8.092399999999995e-004	1.054190e-001
8.102399999999994e-004	1.145152e-001
8.112399999999993e-004	1.218461e-001
8.122399999999992e-004	1.277543e-001
8.132399999999992e-004	1.325159e-001
8.142399999999991e-004	1.363534e-001
8.152399999999990e-004	1.394462e-001
8.162399999999989e-004	1.419388e-001
8.172399999999988e-004	1.439476e-001
8.182399999999987e-004	1.455666e-001
8.192399999999986e-004	1.468714e-001
8.202399999999986e-004	1.479230e-001
8.212399999999985e-004	1.487705e-001
8.222399999999984e-004	1.494536e-001
8.232399999999983e-004	1.500040e-001
8.242399999999982e-004	1.504477e-001
8.252399999999981e-004	1.508052e-001
8.262399999999981e-004	1.510934e-001
8.272399999999980e-004	1.513256e-001
8.282399999999979e-004	1.515128e-001
8.292399999999978e-004	1.516636e-001
8.302399999999977e-004	1.517852e-001
8.312399999999976e-004	1.518832e-001
8.322399999999976e-004	1.519622e-001
8.332399999999975e-004	1.520258e-001
8.342399999999974e-004	1.520771e-001
8.352399999999973e-004	1.521184e-001
8.372399999999971e-004	1.521786e-001
8.402399999999969e-004	1.522317e-001
8.442399999999965e-004	1.522655e-001
8.512399999999960e-004	1.522846e-001
9.010000000000001e-004	1.522901e-001
9.011000000000002e-004	1.514401e-001
9.013000000000001e-004	1.482012e-001
9.016000000000000e-004	1.390395e-001
9.020000000000002e-004	1.216170e-001
9.022800000000001e-004	1.057784e-001
9.026000000000002e-004	8.903150e-002
9.032400000000003e-004	5.899629e-002
9.042400000000002e-004	1.875604e-002
9.052400000000001e-004	-1.443848e-002
9.062400000000000e-004	-4.119101e-002
9.072399999999999e-004	-6.275175e-002
9.082399999999998e-004	-8.012824e-002
9.092399999999997e-004	-9.413251e-002
9.102399999999997e-004	-1.054190e-001
9.112399999999996e-004	-1.145152e-001
9.122399999999995e-004	-1.218461e-001
9.132399999999994e-004	-1.277543e-001
9.142399999999993e-004	-1.325159e-001
9.152399999999992e-004	-1.363534e-001
9.162399999999992e-004	-1.394462e-001
9.172399999999991e-004	-1.419388e-001
9.182399999999990e-004	-1.439476e-001
9.192399999999989e-004	-1.455666e-001
9.202399999999988e-004	-1.468714e-001
9.212399999999987e-004	-1.479230e-001
9.222399999999987e-004	-1.487705e-001
9.232399999999986e-004	-1.494536e-001
9.242399999999985e-004	-1.500040e-001
9.252399999999984e-004	-1.504477e-001
9.262399999999983e-004	-1.508052e-001
9.272399999999982e-004	-1.510934e-001
9.282399999999982e-004	-1.513256e-001
9.292399999999981e-004	-1.515128e-001
9.302399999999980e-004	-1.516636e-001
9.312399999999979e-004	-1.517852e-001
9.322399999999978e-004	-1.518832e-001
9.332399999999977e-004	-1.519622e-001
9.342399999999976e-004	-1.520258e-001
9.352399999999976e-004	-1.520771e-001
9.372399999999974e-004	-1.521517e-001
9.392399999999972e-004	-1.522002e-001
9.422399999999970e-004	-1.522430e-001
9.462399999999966e-004	-1.522702e-001
9.542399999999964e-004	-1.522865e-001
9.989999999999999e-004	-1.522901e-001
1.000000000000000e-003	-1.522901e-001
