Time (s),Channel 1 (V),Channel 2 (V)
-0.001023949861687414,-0.1995447943610005,-0.1731316354188708
-0.001023699861687414,-0.1998882162249194,-0.1727907663187316
-0.001023449861687414,-0.2002316380888378,-0.1731316354188707
-0.001023199861687414,-0.1998882162249194,-0.1738133736191493
-0.001022949861687414,-0.1988579506331631,-0.1734725045190102
-0.001022699861687414,-0.1985145287692445,-0.1727907663187315
-0.001022449861687414,-0.1992013724970819,-0.1731316354188708
-0.001022199861687414,-0.1995447943610002,-0.1727907663187312
-0.001021949861687414,-0.1988579506331636,-0.1721090281184531
-0.001021699861687414,-0.1998882162249187,-0.1727907663187312
-0.001021449861687414,-0.2002316380888379,-0.1724498972185921
-0.001021199861687414,-0.1995447943610005,-0.1727907663187315
-0.001020949861687414,-0.1998882162249192,-0.1731316354188708
-0.001020699861687414,-0.1995447943610005,-0.1731316354188708
-0.001020449861687414,-0.1995447943610005,-0.1734725045190102
-0.001020199861687414,-0.1995447943610005,-0.1734725045190102
-0.001019949861687414,-0.1995447943610005,-0.1741542427192886
-0.001019699861687414,-0.1992013724970819,-0.1738133736191496
-0.001019449861687414,-0.1992013724970819,-0.1731316354188708
-0.001019199861687414,-0.1995447943610005,-0.1741542427192889
-0.001018949861687414,-0.199201372497082,-0.1734725045190102
-0.001018699861687414,-0.1995447943610002,-0.1734725045190105
-0.001018449861687414,-0.1988579506331634,-0.1741542427192886
-0.001018199861687414,-0.1988579506331631,-0.1738133736191497
-0.001017949861687414,-0.1985145287692445,-0.1734725045190102
-0.001017699861687414,-0.1988579506331631,-0.1731316354188708
-0.001017449861687414,-0.1992013724970819,-0.1731316354188708
-0.001017199861687414,-0.1992013724970819,-0.1734725045190102
-0.001016949861687414,-0.199201372497082,-0.17347250451901
-0.001016699861687414,-0.1995447943610004,-0.173131635418871
-0.001016449861687414,-0.1992013724970819,-0.1731316354188708
-0.001016199861687414,-0.1992013724970819,-0.1727907663187315
-0.001015949861687414,-0.1995447943610005,-0.1727907663187315
-0.001015699861687414,-0.1992013724970816,-0.1727907663187315
-0.001015449861687414,-0.1985145287692443,-0.1727907663187313
-0.001015199861687414,-0.1981711069053259,-0.1724498972185923
-0.001014949861687414,-0.1981711069053257,-0.1731316354188705
-0.001014699861687414,-0.1988579506331631,-0.1731316354188708
-0.001014449861687414,-0.1988579506331631,-0.1731316354188708
-0.001014199861687414,-0.1995447943610005,-0.1731316354188708
-0.001013949861687414,-0.2002316380888379,-0.1734725045190102
-0.001013699861687414,-0.2002316380888375,-0.17347250451901
-0.001013449861687414,-0.1992013724970823,-0.173131635418871
-0.001013199861687414,-0.2002316380888379,-0.1731316354188708
-0.001012949861687414,-0.2002316380888379,-0.1731316354188708
-0.001012699861687414,-0.2009184818166753,-0.1731316354188708
-0.001012449861687414,-0.2005750599527566,-0.1727907663187315
-0.001012199861687414,-0.2002316380888375,-0.1731316354188708
-0.001011949861687414,-0.1992013724970823,-0.1731316354188708
-0.001011699861687414,-0.1995447943610004,-0.1724498972185924
-0.001011449861687414,-0.1998882162249192,-0.1731316354188708
-0.001011199861687414,-0.1995447943610005,-0.1731316354188708
-0.001010949861687414,-0.1992013724970819,-0.1734725045190102
-0.001010699861687414,-0.1995447943610004,-0.1727907663187315
-0.001010449861687414,-0.199201372497082,-0.1727907663187315
-0.001010199861687414,-0.1995447943610004,-0.1727907663187315
-0.001009949861687414,-0.2005750599527566,-0.1731316354188708
-0.001009699861687414,-0.1998882162249192,-0.1738133736191496
-0.001009449861687414,-0.1995447943610005,-0.1731316354188708
-0.001009199861687414,-0.1998882162249192,-0.1731316354188708
-0.001008949861687414,-0.1992013724970819,-0.1727907663187318
-0.001008699861687414,-0.1992013724970819,-0.1734725045190099
-0.001008449861687414,-0.1992013724970819,-0.173131635418871
-0.001008199861687414,-0.1985145287692445,-0.1721090281184528
-0.001007949861687414,-0.1988579506331631,-0.1727907663187315
-0.001007699861687414,-0.1988579506331631,-0.1734725045190102
-0.001007449861687414,-0.198171106905326,-0.1724498972185923
-0.001007199861687414,-0.1988579506331631,-0.1727907663187313
-0.001006949861687414,-0.1988579506331631,-0.1724498972185923
-0.001006699861687414,-0.1978276850414071,-0.1727907663187315
-0.001006449861687414,-0.1981711069053257,-0.1721090281184528
-0.001006199861687414,-0.1992013724970819,-0.1727907663187315
-0.001005949861687414,-0.1992013724970819,-0.1731316354188708
-0.001005699861687414,-0.2005750599527561,-0.17347250451901
-0.001005449861687414,-0.199544794361001,-0.173131635418871
-0.001005199861687414,-0.199888216224919,-0.1727907663187316
-0.001004949861687414,-0.1988579506331631,-0.1727907663187315
-0.001004699861687414,-0.1995447943610005,-0.1731316354188708
-0.001004449861687414,-0.1992013724970819,-0.1731316354188708
-0.001004199861687414,-0.1981711069053262,-0.1724498972185924
-0.001003949861687414,-0.1992013724970822,-0.173131635418871
-0.001003699861687414,-0.1998882162249189,-0.17347250451901
-0.001003449861687414,-0.1992013724970819,-0.1738133736191496
-0.001003199861687414,-0.1998882162249192,-0.1734725045190102
-0.001002949861687414,-0.1995447943610005,-0.1727907663187315
-0.001002699861687414,-0.2005750599527566,-0.1727907663187315
-0.001002449861687414,-0.199888216224919,-0.1727907663187315
-0.001002199861687414,-0.1995447943610007,-0.1727907663187315
-0.001001949861687414,-0.2002316380888376,-0.1724498972185923
-0.001001699861687414,-0.1998882162249192,-0.1731316354188708
-0.001001449861687414,-0.1995447943610005,-0.1734725045190102
-0.001001199861687414,-0.1998882162249192,-0.1731316354188708
